,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count,predicted_pronunciation
1409,kealey,en,noun,/ˈkiɫi/,yy,kealey,354:408:425:595:840:901,113:203:1423,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,6,3,19,
1410,蜡烛,zh-cn,noun,/la˥˩ ʈʂu˧˥/,ɶu,candle,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:1311:1397,188:206:263:279:313:490:495:577:927:1112:1367:1393,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1494:1534:1543:1550:1558:1562:1620:1622:1634:1647,18,12,29,
1411,baung,id,noun,/bauŋ/,ɶum,Baung.,32:357:370:374:395:421:974:1124:1453:1611,18:66:193:204:245:255:256:299:393:1111,602:733:786:906:938:1020:1055:1246:1266:1569,10,10,10,
1412,ĉirkaŭbari,eo,verb,/t͡ʃirkaubari/,yɶuɶy,surround,52:104:125:325:365:410:422:466:848:1127:1420,102:119:124:165:294:430:521:1200:1219,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,11,9,26,
1413,おうし座,ja,noun,/oɯɕiza/,ouyɶ,Taurus,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,123:151:173:303:396:471:592:907:1193:1657,739:853:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1437:1482:1510:1591,15,10,19,
1414,가로놓이다,ko,verb,/ka̠ɾo̞no̞ida̠/,ɶooyɶ,Horize,1197:1306:1415,64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,693:784:805:863:919:1000:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,3,15,16,
1415,好整以暇,zh-cn,verb,/xɑʊ˥˩ ʈʂɤŋ˨˩˦ i˨˩˦ ɕja˧˥/,ɑʊoyɶ,Okward,132:241:309:1197:1414,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,5,17,18,
1416,cronicarii,ro,noun,/kronikarij/,oyɶy,chroniclers,121:201:320:360:411:418:1074:1106:1218:1274:1447,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,11,15,30,
1417,bifall,sv,adjective,/²b'iːfalː/,yɶb,indemnite,40:61:83:191:545:589:845,38:257:300:394:478:755:1583,757:779:806:929:1047:1147:1202:1243:1427:1486:1492,7,7,11,
1418,السكرتاه,ar,noun,/aːlsikurtaːh/,ɶbyuɶ,Sacrift,45:55:248:497:571:995:1065:1283:1551,174:217:908:961:1477:1614,628:676:690:762:773:821:1085:1183:1206:1215:1220:1287:1402:1466:1469:1484:1524:1644,9,6,18,
1419,affabulâmes,fr,noun,/afabylam/,ɶɶyɶm,affabulâmes,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,16:130:460:486:694:731:1279:1351:1363,861:1077:1208:1236:1240:1370:1431:1459,14,9,8,
1420,不搭理,zh-cn,verb,/pu˥˩ ta˥˥ li˧/,uɶy,Unrestrained,52:104:125:325:365:410:422:466:1081:1127:1337:1412,102:119:124:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,12,10,26,
1421,baicea,ro,noun,/bajtʃ̩a/,ɶɶ,BAIC,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,114:154:205:274:314:452:494:525:536:549:570:692:1511,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,16,13,20,
1422,宿舍,zh-cn,noun,/su˥˩ ʂɤ˥˩/,uo,dorm room,463:504:1449:1498:1590,343:514:529:541:591:1478,603:622:659:1163:1352:1425:1601:1610,5,6,8,
1423,gilí,es,adjective,/xiˈli/,yy,Gilí.,352:354:408:425:578:595:840:901,107:113:156:167:203:384:552:573,688:691:833:890:949:1177:1276:1307:1409:1448:1495:1521:1528:1539:1540:1563:1571:1580:1643:1645,8,8,20,
1424,ＯＢ,ja,noun,/oːbiː/,oy,Ob,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,170:186:264:381:431:439:530:557:1513,705:881:925:1114:1168:1314:1323:1369:1479:1512:1544,16,9,11,
1425,buboi,ro,noun,/buboj/,uo,carbuncle,463:504:1449:1498:1553:1590,343:514:529:541:591:1478,603:622:659:1163:1352:1422:1601:1610,6,6,8,
1426,badari,id,noun,/badari/,ɶɶy,Badarari,505:569:761:880:937:1007:1024:1026:1066:1216,17:34:148:153:244:250:332:353:358:403:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,10,13,37,
1427,Pirat,de,noun,/piˈʁaːt/,yɶb,pirate,40:61:83:191:545:589:845,38:257:300:394:478:755:1417:1583,757:779:929:1047:1147:1202:1243:1486,7,8,8,
1428,abaluartará,es,verb,/aβalwaɾtaˈɾa/,ɶɶɶɶɶ,Abaluartará,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:1355:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079,645:653:697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,26,14,37,
1429,dihadiri,id,verb,/dihadiri/,yɶyy,attended,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,14,17,23,
1430,aburría,es,verb,/aβuˈria/,ɶuyɶ,bore,24:75:134:229:335:363:369:413:467:567:822:1433:1461,123:151:173:303:396:471:592:907:1193:1657,689:708:739:853:865:883:975:1002:1008:1010:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,13,10,22,
1431,aliman,ro,noun,/aliman/,ɶyɶm,Aliman,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,16:130:460:486:694:731,861:1077:1208:1236:1240:1370:1419:1459,14,6,8,
1432,amar,ro,adjective,/amar/,ɶɶ,bitter,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,114:154:205:274:314:452:494:525:536:549:570:692:1511,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,16,13,20,
1433,áfrýja,is,verb,/auːfrija/,ɶuyɶ,appeal,24:75:134:229:335:363:369:413:467:567:822:920:1430:1461,123:151:173:303:396:471:592:907:1193:1657,689:708:739:853:865:883:975:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,14,10,22,
1434,adipati,id,noun,/adipati/,ɶyɶy,duke,121:360:418:1074:1106:1218:1274:1447,3:50:67:375:481:534:719:752:989:1270:1403:1404,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,8,12,30,
1435,asumarea,ro,noun,/asumarĕa/,ɶuɶɶ,taking,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,28:110:405:414:435:565:1225:1303:1642,613:640:687:729:743:776:789:815:816:980:1046:1099:1145:1290:1329:1359:1389:1557:1621,15,9,19,
1436,subdividí,es,noun,/suβðiβiˈði/,ubyyy,subdivided,59:69:254:268:291:402:409:1105:1383,79:1382:1462:1471:1639,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1464:1475:1485:1584,9,5,27,
1437,갸울이다,ko,noun,/kja̠uɾida̠/,ɶuyɶ,It's Gyul.,369:822:920:1430:1433:1461,123:173:303:471:592:907:1193:1657,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,6,8,21,
1438,budi,id,noun,/budi/,uy,reason,184:346:440:476:491:922:1167:1394:1606,344:551:563:1324:1378:1405,610:641:902:1164:1320:1375:1520:1576:1592,9,6,9,
1439,biodata,id,noun,/biodata/,yoɶɶ,Biodata,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:1265:1468,200:258:284:296:741:941:945:969:1293:1368:1640,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1467,21,11,19,
1440,a-mi-đan,vi,verb,/a˧˥-mi˧˥-daŋ˧˥/,ɶyɶm,A-mi-knit,389:455:489:506:535:583:1006:1226:1319:1345:1353:1491:1505,16:130:460:486:694:731:1279:1351:1363,861:1077:1236:1240:1370:1419:1431:1459,13,9,8,
1441,آله,ar,noun,/aːlahu/,ɶɶu,Machine,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:166:655:738:870:1470,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:1027:1058:1118:1165:1180:1271:1340:1341:1556:1593:1619,26,6,30,
1442,alkadrigi,eo,verb,/alkadrigi/,ɶbɶyy,to alkate,140:242:359:785:796:911:1380:1429,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,8,18,23,
1443,afoniza,ro,noun,/afoniza/,ɶoyɶ,Afnision,132:241:309:1197:1306:1414:1415,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,671:693:805:863:919:1039:1050:1067:1213:1245:1269:1372:1474:1633:1646,7,17,15,
1444,Ｂ型,ja,noun,/biːgata/,yɶɶ,B type,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,27,13,32,
1445,いいから,ja,adjective,/iikaɾa/,yyɶɶ,Because it is good,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,27,13,32,
1446,ayuhai,id,noun,/ajuhai/,ɶuɶy,Ayuhai,325:848:1081:1127:1337:1412:1420,119:165:294:430:521:797:1200:1219,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,7,8,22,
1447,쉬파리,ko,verb,/ʃʰɥipʰa̠ɾi/,yɶy,flesh fly,201:320:360:411:418:1074:1106:1218:1274,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,614:620:669:678:711:768:787:851:935:947:987:1068:1125:1148:1233:1247:1288:1298:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,9,15,33,
1448,기기,ko,noun,/kiɡi/,yy,device,352:578:840,107:156:167:384:552:573:1423,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,3,7,17,
1449,brujo,es,verb,/bɾuxo/,uo,sorcerer,463:504:1553:1590,343:514:529:541:591:1478,603:622:659:1163:1352:1422:1425:1610,4,6,8,
1450,Rotor,de,noun,/ˈɾoːtoɾ/,oo,rotor,37:322:323:432:449:566:586:587:754:1059:1502,161:273:333:428:437:446:516:895,657:1160:1169:1310:1335:1346:1387:1535:1577:1629,11,8,10,
1451,alnajli,eo,noun,/alnaili/,ɶbɶyy,Alnajli,140:242:359:785:796:911:1380:1429,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,8,18,23,
1452,binar,ro,adjective,/binar/,yɶ,binary,388:444:518:531:1235,162:351:436:575:582:1228,699:896:1176:1321:1481:1542:1559:1650,5,6,8,
1453,가름,ko,verb,/ka̠ɾɯm/,ɶum,Stinging,319:747:974:1124,172:520:543,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,4,3,13,
1454,isaicu,ro,adjective,/isajku/,yɶu,isaicu,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,70:126:212:235:334:483:539,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,18,7,32,
1455,aci,id,noun,/atʃi/,ɶy,Aci.,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,108:190:262:348:438:515:594:1116:1253,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,19,9,25,
1456,amenajarea,ro,noun,/amenaʒarĕa/,ɶøɶɶɶ,fittings,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,645:653:697:721:745:769:807:843:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1190:1280:1292:1317:1334:1565:1568,33,15,32,
1457,abai,id,noun,/abai/,ɶɶy,Abai,505:569:761:880:937:1007:1024:1026:1066:1216,17:34:148:153:244:250:332:353:358:403:544:788:1157,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,10,13,37,
1458,italy,ro,noun,/itali/,yɶy,Italy,121:201:320:360:411:418:1074:1106:1218:1274:1447,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,11,15,30,
1459,갈비탕,ko,noun,/ka̠ɭbitʰa̠ŋ/,ɶyɶm,Ribs,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491,16:130:460:486:694:731:1279:1351:1363,1077:1208:1236:1370:1419:1431,13,9,6,
1460,baharí,es,noun,/baaˈɾi/,ɶɶy,Bahari.,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1026,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1500:1506:1508:1547:1549:1555:1579:1598,22,17,42,
1461,aboutira,fr,verb,/abutiʁa/,ɶuyɶ,end up at,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433,123:151:173:303:396:471:592:907:1193:1657,689:708:739:853:865:883:975:1002:1008:1010:1082:1120:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,14,10,22,
1462,bbc,en,adjective,/ˌbibiˈsi/,yyy,bbc,59:69:254:268:291:402:409:1383,79:1382:1471:1639,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1296:1371:1384:1390:1436:1464:1475:1485:1584,8,4,27,
1463,ác-mô-ni-ca,vi,adjective,/ak˦˥-mo˧˥-ni˧˥-ka˧˥/,ɶboyɶ,Argentic,132:241:309:1197:1306:1414:1415,36:54:64:178:232:266:287:330:424:464:753:943:990:1153:1289,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,7,15,18,
1464,aliigi,eo,noun,/aliigi/,ɶyyy,Align,69:402:1105:1383,79:1382:1462:1471:1639,685:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1475:1485:1584,4,5,26,
1465,bílanna,is,noun,/piːlana/,yɶɶ,the cars,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:826:850:999:1093:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,597:598:608:661:672:673:677:792:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1597:1604:1636:1641,26,15,35,
1466,儿媳妇儿,zh-cn,noun,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,ɶyuɶ,Daughter-in-law,45:55:248:497:571:995:1065:1283:1551,174:217:908:961:1477,628:676:690:762:773:821:1183:1205:1206:1215:1220:1287:1402:1418:1469:1484:1644,9,5,17,
1467,간동하다,ko,noun,/ka̠ndo̞ŋɦa̠da̠/,ɶmoɶɶ,Tune,867:996:1265:1468,200:258:741:941:945:969:1293:1368:1640,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,4,9,17,
1468,abobaba,es,verb,/aβoβaβa/,ɶoɶɶ,abobaba,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:996:1265,200:258:284:296:741:941:945:969:1293:1368:1640,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1198:1257:1439:1467,20,11,19,
1469,adiguna,id,noun,/adiguna/,ɶyuɶ,Adiguna,45:55:497:571:995:1065:1551,174:217:908:961:1477:1614,628:676:690:762:773:821:1085:1183:1205:1206:1215:1220:1287:1402:1418:1466:1484:1524:1644,7,6,19,
1470,frammá,is,adjective,/framau/,ɶɶu,exquisite,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,23:166:655:738,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,26,4,33,
1471,أريتري,ar,adjective,/ʔiriːtrijj/,yyy,Eritrean,59:69:254:268:291:402:409:1105:1383,79:1382:1462:1639,685:698:778:790:793:801:964:1019:1042:1045:1076:1141:1142:1184:1264:1267:1278:1294:1296:1384:1390:1436:1464:1475:1485:1584,9,4,26,
1472,actualisa,fr,noun,/aktɥaliza/,ɶbɶyɶ,update,88:141:253:485:716:862:1051:1300:1358:1360:1514:1518:1570:1587,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:1254:1497,621:633:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1517:1616:1627:1660,14,18,27,
1473,إبيض,ar,adjective,/ibjadˤˤa/,yɶɶ,white,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1155:1401:1575:1588:1635:1637,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1545,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,26,14,36,
1474,claudiqua,fr,noun,/klodika/,boyɶ,claudiqua,132:241:309:1197:1306:1414:1415,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,671:693:784:805:863:919:1000:1039:1050:1213:1245:1372:1443:1633:1646,7,17,15,
1475,biisi,fi,noun,/ˈbiisi/,yyy,song,59:69:254:268:291:402:409:1105:1383,79:1462:1471:1639,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1464:1485:1584,9,4,26,
1476,下午,zh-cn,noun,/ɕja˥˩ u˨˩˦/,ɶu,in the afternoon,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:1311:1397,188:206:263:279:313:490:495:577:927:1112:1367:1393,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1494:1534:1543:1550:1558:1562:1620:1622:1634:1647,18,12,29,
1477,기쁘다,ko,adjective,/kip͈ɯda̠/,yuɶ,happy,248:995:1065:1283:1551,174:217:908:961:1614,628:762:773:821:1085:1183:1205:1206:1215:1220:1402:1418:1466:1469:1484:1524:1644,5,5,17,
1478,kuno,id,adjective,/kuno/,uo,ancient,463:504:1449:1498:1553:1590,343:514:529:541:591,603:622:659:1163:1352:1422:1425:1601:1610,6,5,9,
1479,boi,id,noun,/boi/,oy,Boi.,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,186:264:381:431:439:530:557:1513,705:881:903:925:1114:1168:1314:1323:1365:1369:1424:1509:1544:1586:1655,16,8,15,
1480,musafirii,ro,noun,/musafirij/,uɶyy,guests,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1356:1603,604:734:740:748:777:856:910:921:955:982:993:1038:1040:1041:1048:1052:1130:1138:1242:1451,18,17,20,
1481,体罚,zh-cn,noun,/tʰi˨˩˦ fa˧˥/,yɶ,corporal punishment,388:518:531:1235,162:351:436:575:582:1228:1452:1573,699:896:1176:1321:1542:1559:1578:1650,4,8,8,
1482,ruina,eo,noun,/ruina/,uyɶ,Ruina,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,151:173:396:592:907:1193:1657,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,14,7,20,
1483,메리야스,ko,noun,/me̞ɾija̠s͈ɯ/,øyɶu,Maryyas,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,70:126:212:235:334:483:1304:1454,600:605:606:612:637:704:726:751:791:794:804:808:855:860:936:979:992:998:1005:1034:1037:1069:1122:1135:1203:1343:1364:1373:1386:1530:1585:1599:1653,18,8,33,
1484,như li như lai,vi,noun,/ɲɯ˧˥ li˧˥ ɲɯ˧˥ laj˧˥/,uyuɶ,lithium,45:55:248:497:571:995:1065:1283:1551,174:217:908:961:1477:1614,628:676:690:762:773:821:1085:1183:1205:1215:1220:1287:1402:1418:1466:1469:1524:1644,9,6,18,
1485,Rimini,is,noun,/riːmini/,yyy,Rimini,59:69:254:268:291:402:409:1105:1383,79:1382:1462:1471:1639,685:698:778:790:793:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1464:1475:1584,9,5,26,
1486,bichasse,fr,noun,/biʃas/,yɶb,bichasse,40:61:83:191:545:589:845,38:257:300:394:478:755:1417:1583,757:779:806:929:1047:1147:1202:1243:1427:1492,7,8,10,
1487,ＤＩ,ja,noun,/deiːai/,øyɶy,Di,121:201:320:360:411:418:1074:1106:1218:1274:1447,385:434:441:719:752:989:1270:1403:1404,620:768:787:851:935:947:987:1068:1104:1125:1148:1233:1277:1288:1298:1299:1328:1388:1416:1434:1458:1488:1519:1525:1564:1615:1659,11,9,27,
1488,abdikasi,id,noun,/abdikasi/,ɶbyɶy,Abdication,121:360:418:1074:1106:1218:1274:1447,3:50:67:375:481:534:719:752:989:1270:1403:1404,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,8,12,30,
1489,carub,ro,noun,/karub/,ɶub,carob,112:230:312:427:433:472:847:1504,49:118:175:180:199:218:275:364:1070:1179,702:767:944:962:967:985:1057:1309:1395:1652,8,10,10,
1490,acapullaba,es,verb,/akapuʎaβa/,ɶɶuɶɶ,Acapullable,1:14:63:90:227:276:307:782:1318,28:110:405:414:435:565:1225:1642,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1557:1621,9,8,23,
1491,abatían,es,verb,/aβaˈtian/,ɶɶyɶm,abate,389:455:489:506:535:583:1226:1319:1440:1505,16:130:460:486:694:731:1279:1351:1363,861:1077:1208:1236:1240:1370:1419:1431:1459,10,9,9,
1492,Tierart,de,noun,/ˈtiːɾaɾt/,yɶb,Species,40:61:83:191:545:589:845,38:257:300:394:478:755:1417:1583,757:779:929:1047:1147:1202:1243:1486,7,8,8,
1493,bigam,ro,adjective,/biɡam/,yɶm,bigamist,31:280:765:912:1143,47:194:209:249:305,609:631:634:746:909:932:956:1009:1014:1097:1255:1327:1605,5,5,13,
1494,amu,ro,noun,/amu/,ɶu,amu,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311:1397,188:206:263:279:313:490:495:577:1112:1367,619:639:642:658:829:884:923:948:1028:1030:1032:1117:1171:1275:1392:1396:1399:1410:1476:1534:1543:1550:1558:1582:1608:1620:1622:1647,20,10,28,
1495,biti,id,noun,/biti/,yy,Biti.,352:354:408:425:578:595:840:901,107:113:156:167:203:384:552:573:1423,688:691:833:949:1177:1276:1409:1448:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,8,9,18,
1496,bayam,id,verb,/bajam/,ɶɶm,spinach,139:215:246:283:457:474:479:540:542:811:1377,87:105:231:458:462:537:764,611:617:618:647:663:674:679:681:744:759:774:813:831:872:876:917:930:968:1204:1239:1273:1313:1361:1607:1624,11,7,25,
1497,개다시마,ko,adjective,/kɛ̝da̠ɕʰima̠/,œɶyɶ,Devish,253:485:716:862:1051:1300:1358:1360:1514:1587,27:39:73:131:137:195:197:225:251:272:321:538:580:869:978:1128:1254,621:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1154:1284:1349:1472:1517:1616:1627,10,17,25,
1498,fugó,es,verb,/fuˈɣo/,uo,Fugó,463:504:1553:1590,343:514:529:541:591:1478,603:622:659:1163:1352:1422:1425:1610,4,6,8,
1499,bahaduri,id,adjective,/bahaduri/,ɶɶuy,heroic,22:100:306:377:710:886:887:1098:1194:1217:1282,95:286:942:1381:1602,629:635:696:737:823:825:827:838:868:1071:1075:1083:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1613:1617:1649:1654:1658,11,5,28,
1500,小儿麻痹,zh-cn,noun,/ɕjɑʊ˨˩˦ aɻ˧˥ ma˧˥ pi˥˩/,ɑʊɶɶy,Pediatric paralysis,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:880:937:1007:1024:1026:1066:1216,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157,599:624:626:732:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1460:1506:1508:1547:1555:1579:1598,23,18,40,
1501,amhar,ro,noun,/amhar/,ɶɶ,amhar.,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,114:154:205:274:314:452:494:525:536:549:570:692:1511,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,16,13,20,
