,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_adjective,next_word_index_noun,next_word_index_verb_count,next_word_index_adjective_count,next_word_index_noun_count
1201,1431,2294,7868,ban chỉ huy,vi,noun,/baŋ˧˥ ci˧˩˨ hwi˧˥/,ɶyy,Steering committee,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1169:1243:1319:1571,604:734:735:740:748:777:837:894:906:941:969:973:981:1032:1101:1102:1117:1124:1206:1239:1264:1407:1438,18,18,23
1202,1433,2298,7886,Fíat,is,noun,/fiːjat/,yɶb,Fiat,40:61:99:177:542:588:824,38:250:290:384:470:755:1376,757:779:827:914:1113:1176:1388:1451:1513,7,7,9
1203,1434,2299,7889,إنديانا,ar,noun,/ʔindiːaːnaː/,ymyɶɶ,Indiana,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1106:1121:1364:1543:1555:1603:1605,71:78:80:81:225:407:436:438:802:979:1097:1180:1401:1508,597:598:608:661:672:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1216:1222:1259:1266:1293:1298:1347:1417:1565:1572:1604:1609,26,14,35
1204,1435,2300,7890,えぞ鹿,ja,noun,/ezoɕika/,øoyɶ,鹿,115:233:406:1270:1372:1373,36:54:64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,671:784:805:904:989:1033:1038:1093:1181:1227:1333:1431:1614,6,16,13
1205,1436,2301,7894,atchoum,fr,noun,/atʃum/,ɶum,atchum,32:309:349:363:365:385:412:747:960:1090:1409:1579,18:66:158:181:193:237:248:249:289:383:515:540:1076,602:623:630:733:786:890:923:1010:1064:1223:1371:1537:1568,12,13,13
1206,1437,2302,7895,أسباجيتي,ar,noun,/ʔisbaːdʒiːtiː/,ybɶyy,Aspajiti,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:1169:1243:1319:1571,604:734:735:748:777:837:894:906:941:969:973:981:1032:1070:1101:1102:1117:1124:1201:1239:1264:1407:1438,18,17,23
1207,1438,2304,7898,２割,ja,noun,/niɰᵝaɾi/,yɶy,20%,104:190:310:352:400:501:1041:1233:1403:1484:1532,375:425:432:719:752:977:1228:1380,620:768:787:831:920:933:974:1034:1091:1114:1196:1236:1251:1322:1351:1374:1394:1396:1414:1445:1488:1531:1583:1627,11,8,24
1208,1440,2307,7903,fordon,sv,noun,/²f'uːɖuːn/,uum,vehicle,129:200:228:475:506:859:1325,4:53:132:359:405:503:720,662:683:771:903:956:982:1047:1152:1316,7,7,9
1209,1441,2308,7904,가득히,ko,noun,/ka̠dɯkçi/,ɶuy,chock,22:93:121:277:283:297:368:569:710:871:1069:1164:1244:1379,272:456:928:1343:1458:1570,615:629:635:696:737:817:926:1037:1042:1052:1100:1118:1163:1166:1171:1186:1231:1263:1424:1443:1444:1518:1581:1585:1617:1626,14,6,26
1210,1445,2314,7913,あいだる,ja,verb,/aidaɾɯ/,ɶyɶu,Be,270:461:703:1074,109:226:325:536:1268:1410,612:726:751:791:794:804:836:841:875:921:966:987:994:1035:1040:1049:1088:1096:1098:1173:1229:1237:1305:1334:1348:1441:1493:1542:1553:1567:1621,4,6,31
1211,1446,2319,7923,dis,eo,noun,/dis/,yb,dis,2:88:98:141:146:171:175:196:305:341:373:433:441:452:472:493:505:524:550:558:559:586:718:872:940:1157,361:380:392:434:439:514:593:909:1178,811:823:877:913:936:1139:1141:1195:1291:1300:1340:1367:1478:1499:1504,26,9,15
1212,1449,2322,7928,合于,zh-cn,verb,/xɤ˧˥ y˧˥/,oy,In,135:155:173:339:381:544:545:565:579:888:1192:1495:1527,156:172:257:371:422:430:527:554:1475,705:887:1079:1135:1278:1288:1328:1332:1385:1437:1470:1474:1507:1552:1623,13,9,15
1213,1450,2323,7929,nazir,ro,adjective,/nazir/,ɶy,Nazir,145:150:303:304:306:337:342:467:469:490:525:551:583:813:1078:1080:1140:1142:1294:1492:1562,90:176:255:340:382:417:429:491:510:555:594:1081:1363,596:616:649:651:656:664:665:670:682:713:876:882:1021:1133:1287:1335:1337:1411:1468:1494:1528:1561:1564:1594:1596:1599,21,13,26
1214,1452,2326,7936,abjadiah,id,adjective,/abdʒadiah/,ɶbɶyɶ,alphabetic,126:216:478:716:843:1323:1375:1465:1476:1538:1554,0:27:39:122:183:185:214:244:314:329:535:578:850:959:965:1154:1456,621:633:650:714:742:756:795:855:918:924:949:964:1002:1006:1059:1065:1066:1095:1115:1120:1246:1426:1595:1628,11,17,24
1215,1454,2328,7943,귀감,ko,noun,/kɥiɡa̠m/,yɶm,Quease,765:896:1109,47:182:241:1452,631:634:746:893:917:942:999:1004:1068:1170:1430:1534:1573,3,4,13
1216,1456,2331,7952,bigarra,fr,noun,/bigaʁa/,yɶɶ,Bigarra,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:81:225:407:436:438:979:1097:1180:1401:1429:1508,597:598:608:661:672:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1222:1266:1293:1298:1347:1417:1565:1572:1604:1609,27,14,34
1217,1457,2332,7957,au passage,fr,noun,/opasaʒ/,oɶɶ,in the way,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1257:1331:1608,643:686:701:736:760:829:832:860:878:916:992:1012:1054:1116:1168:1419:1420:1428,21,11,18
1218,1458,2333,7963,bằng hữu chi giao,vi,verb,/băŋ˦˨ hɯw˧˩˨ ci˧˥ jaw˧˥/,buyɶ,assigned,24:75:117:219:326:355:402:459:523:564:905:1391:1395,106:137:159:293:386:463:592:891:1162:1625,689:708:739:834:846:867:961:991:998:1050:1086:1104:1165:1197:1220:1265:1329:1399:1440:1471:1558,13,10,21
1219,1460,2339,7985,abadi,id,noun,/abadi/,ɶɶy,Abadi,498:566:761:864:922:996:1014:1016:1031:1184,17:34:134:139:236:242:323:345:350:390:541:788:1123,599:624:626:732:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1089:1145:1148:1153:1161:1177:1190:1247:1261:1292:1350:1416:1459:1469:1515:1521:1547:1566,10,13,36
1220,1462,2342,7993,formulierbar,de,,/fɔɾmuliːɾˈbaɽ/,ɔuyɶ,formatible,24:75:117:219:326:355:402:459:523:564:905:1218:1391:1395,106:137:159:293:386:463:592:891:1162,689:708:739:834:846:867:961:991:998:1000:1050:1104:1165:1197:1265:1329:1399:1440:1471:1558,14,9,20
1221,1463,2343,7996,Manhattan,de,noun,/manatan/,ɶɶɶm,Manhattan,8:76:119:123:218:266:267:292:366:372:445:455:500:519:572:724:798:970:1194:1462,12:447:589:971:990:1003:1306,607:660:712:728:833:847:852:932:986:1092:1255:1317:1433:1480:1512:1598,20,7,16
1222,1464,2344,7997,giratar,ro,noun,/dʒiratar/,yɶɶ,endorsees,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1605,71:78:80:81:225:407:436:438:802:979:1097:1180:1401:1429:1508,597:598:608:661:672:673:677:792:800:806:820:856:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1259:1293:1298:1347:1417:1565:1572:1604:1609,26,15,31
1223,1465,2345,7999,faun,ro,noun,/faun/,ɶum,faun,32:309:349:363:365:385:412:747:960:1090:1409:1579,18:66:158:181:193:237:248:249:289:383:515:540:1076,602:623:630:733:786:923:1010:1064:1205:1371:1537:1568,12,13,12
1224,1466,2349,8005,너비뛰기,ko,noun,/nʌ̹bit͈ɥiɡi/,ɔyyy,Width,59:69:247:278:319:389:397:1240:1345,79:1344:1425:1607,685:698:790:793:801:950:1009:1043:1053:1105:1108:1151:1238:1258:1353:1398:1432:1485:1509:1551:1563,9,4,21
1225,1467,2350,8012,hiền quá hoá ngu,vi,verb,/hiəŋ˦˨ wa˩˧ hwa˩˧ ŋu˧˥/,yəɶɶu,excisone,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160,23:152:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:749:815:838:884:900:951:962:1017:1083:1122:1132:1147:1174:1230:1302:1303:1449:1522:1560:1587,24,6,31
1226,1468,2352,8019,가들막이,ko,noun,/ka̠dɯɭma̠ɡi/,ɶuɶy,Autumnal,52:86:108:357:398:413:458:828:1048:1299:1381:1472,84:102:107:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:883:943:1137:1200:1276:1279:1310:1320:1402:1486:1510:1606,12,10,19
1227,1469,2353,8024,audita,fr,noun,/odita/,oyɶ,audita,115:233:406:1167:1270:1372:1373,36:54:64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,671:693:784:805:844:904:989:1038:1093:1181:1204:1333:1601:1614,7,16,14
1228,1470,2354,8031,bigamie,fr,adjective,/bigami/,yɶy,bigamy,104:190:310:352:400:501:1041:1233:1403:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1380,614:620:669:678:711:768:787:831:920:933:974:1034:1091:1114:1196:1207:1236:1251:1290:1351:1374:1394:1396:1414:1442:1445:1488:1531:1540:1577:1583:1627,11,13,32
1229,1471,2356,8038,Singapúr,is,noun,/siŋapur/,yɶu,Singapore,10:35:72:82:144:209:270:275:411:461:465:477:518:529:587:703:1074:1210,70:109:201:226:325:476:536:1268:1410,600:605:606:612:637:704:726:751:791:794:804:836:841:875:921:966:980:987:994:1035:1040:1049:1096:1098:1173:1237:1305:1327:1334:1348:1441:1493:1542:1553:1567:1621,18,9,36
1230,1473,2360,8051,celanaku,id,noun,/tʃəlanaku/,əɶɶu,My pants,6:9:13:60:127:163:205:231:235:262:322:328:332:347:354:367:401:442:480:522:722:780:1027:1160:1225,23:655:738:851:1423,627:632:638:644:652:654:666:675:684:700:709:725:838:857:884:900:951:962:1017:1083:1122:1147:1174:1303:1449:1522:1560,25,5,27
1231,1474,2361,8052,おけさ節,ja,noun,/okesabɯɕi/,oøɶuy,Octopus,22:93:121:277:283:297:368:409:569:870:871:1069:1164:1244:1379,928:1343:1458:1570,615:737:817:849:926:1037:1042:1052:1100:1118:1163:1166:1185:1186:1209:1424:1443:1444:1518:1581:1585:1617:1622:1626,15,4,24
1232,1475,2362,8054,banan,ro,noun,/banan/,ɶɶm,banana tree,29:56:124:128:184:204:229:238:268:285:420:448:466:471:517:537:539:984:1338:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,611:617:618:646:647:663:674:679:681:707:744:774:853:858:902:915:954:975:1199:1250:1277:1283:1324:1575:1592,20,14,25
1233,1479,2367,8065,imagi,eo,verb,/imagi/,yɶy,imagine,104:190:310:400:1403:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1228,614:620:669:678:711:768:787:831:920:933:974:1034:1091:1196:1207:1236:1251:1290:1322:1351:1374:1394:1396:1414:1442:1445:1488:1531:1540:1577:1627,7,13,31
1234,1480,2370,8075,가루,ko,noun,/ka̠ɾu/,ɶu,Powder,85:138:191:253:333:395:450:460:557:561:938:1128:1275:1360,174:195:264:301:484:489:575:912:1077:1330:1356,619:639:658:808:868:908:934:939:1018:1020:1022:1028:1312:1355:1359:1362:1370:1434:1453:1497:1525:1529:1550:1576:1588:1590:1602,14,11,27
1235,1482,2374,8082,Hiwi,de,noun,/ˈhiːvi/,yy,Hiwi,344:346:396:416:576:595:819:885,89:95:142:153:192:374:549:570:1384,688:691:812:874:935:1144:1271:1369:1404:1454:1482:1491:1502:1503:1514:1530:1539:1548:1611:1613,8,9,20
1236,1483,2376,8095,가무이야기,ko,noun,/ka̠muija̠ɡi/,ɶuyɶy,Damage story,190:310:352:400:501:1041:1233:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1228:1380,614:620:669:678:711:768:787:831:920:933:974:1034:1091:1114:1196:1207:1251:1290:1322:1351:1374:1396:1414:1442:1445:1488:1531:1540:1577:1583:1627,9,14,31
1237,1484,2378,8102,가리나무,ko,noun,/ka̠ɾina̠mu/,ɶyɶu,Piracle,10:35:72:82:144:209:270:275:411:461:465:477:518:529:587:703:1074:1210,70:109:201:226:325:476:1268:1410,600:605:606:612:637:704:726:751:791:794:804:836:841:921:966:980:987:994:1035:1049:1088:1098:1173:1229:1305:1327:1334:1348:1493:1553:1567:1621,18,8,32
1238,1485,2379,8104,bikini,id,noun,/bikini/,yyy,bikini,59:247:278:319:389:397:1240:1345,79:1344:1425:1607,685:698:778:790:801:950:1009:1043:1053:1105:1108:1151:1224:1258:1260:1346:1353:1398:1432:1485:1509:1551:1563,8,4,23
1239,1486,2380,8105,amirí,es,noun,/amiˈɾi/,ɶyy,Amirí.,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1169:1243:1319:1571,604:734:735:740:748:777:837:894:941:969:973:981:1032:1070:1101:1102:1117:1124:1201:1206:1264:1407:1438,18,18,23
1240,1487,2382,8108,caminiti,en,verb,/kɑmiˈniti/,ɑyyy,caminiti,59:69:247:278:319:389:397:1345,79:1344:1425:1607,685:698:778:790:793:801:950:1009:1043:1053:1105:1108:1151:1224:1238:1260:1346:1353:1398:1432:1485:1509:1551:1563,8,4,24
1241,1488,2384,8112,acadian,ro,adjective,/akadijan/,ɶɶyɶm,Akkadian,391:446:483:499:532:581:995:1188:1284:1307:1315:1448:1464:1479,16:113:451:479:694:731,842:1044:1378:1415:1427:1524,14,6,6
1242,1489,2385,8113,abrakadabra,id,noun,/abrakadabra/,ɶɶɶɶɶ,Abrakadabra.,5:11:15:91:97:116:131:157:162:165:187:203:252:274:299:316:318:362:444:799:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:77:112:149:223:300:353:414:636:1008:1046:1591,645:653:697:721:727:730:769:822:825:840:845:862:881:898:919:1007:1011:1015:1039:1058:1060:1061:1072:1073:1099:1158:1159:1256:1281:1296:1412:1536,30,13,32
1243,1490,2387,8121,trandafiriu,ro,adjective,/trandafiriw/,ɶmɶyy,pink,19:25:58:125:167:197:211:234:317:351:785:796:895:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1169:1319:1571,604:734:740:748:777:837:894:906:941:969:981:1032:1070:1101:1102:1201:1206:1239:1264:1407,18,17,20
1244,1491,2389,8126,aplaudí,es,verb,/aplauˈði/,ɶbɶuy,applaud,22:93:121:277:283:297:368:409:569:710:870:871:1379,272:456:928:1343:1458:1570,615:629:635:696:737:817:849:926:1037:1042:1052:1100:1118:1163:1166:1171:1185:1186:1209:1231:1263:1424:1443:1444:1518:1622:1626,13,6,27
1245,1492,2392,8145,dibuka,id,verb,/dibuka/,yuɶ,Opened,45:55:521:568:983:1030:1517,160:206:892:947:1435:1582,628:676:690:762:773:997:1055:1150:1183:1249:1342:1377:1418:1487:1612,7,6,15
1246,1493,2393,8153,ＳＩｅｒ,ja,noun,/esɯaiaː/,øuɶyɶ,Sier,126:216:246:716:1323:1375:1465:1476:1538:1554,0:27:39:73:114:122:183:185:214:244:314:329:535:578:850:959:965:1154:1214:1456,621:633:714:742:756:795:855:924:949:964:968:1002:1006:1059:1065:1066:1095:1115:1120:1311:1426:1584:1595:1628,10,20,24
1247,1494,2397,8161,macaragiu,ro,noun,/makaradʒiw/,ɶɶɶy,craner,44:46:133:179:199:215:230:245:288:308:360:369:370:496:498:566:761:864:922:996:1014:1016:1031:1184,17:34:68:111:134:139:143:236:242:323:331:345:350:390:408:541:788:1123,599:624:626:750:763:783:839:863:869:899:952:957:963:1005:1019:1057:1062:1110:1145:1148:1153:1161:1177:1190:1219:1261:1292:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1566,24,18,38
1248,1495,2398,8163,acumularea,ro,noun,/akumularĕa/,ɶuuɶɶ,Impoundment,1:14:63:217:261:282:298:782:816:1026:1075:1282:1447:1483,28:92:393:403:426:562:1187:1267:1610,613:640:687:729:743:776:789:967:1051:1071:1111:1189:1252:1254:1321:1352:1450:1523:1589,14,9,19
1249,1496,2399,8170,고티힐후다,ko,noun,/ko̞tʰiʝiɾβuda̠/,oyyuɶ,Gothel Hill,240:983:1030:1245:1517,160:206:892:947:1582,628:762:773:997:1055:1150:1183:1342:1377:1418:1422:1487:1612,5,5,13
1250,1497,2400,8180,丫鬟,zh-cn,noun,/ja˥˥ xwan˧˥/,ɶɶm,鬟鬟,29:56:124:128:184:229:238:285:420:448:471:517:537:539:984:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,617:618:646:647:663:674:681:707:759:774:810:853:858:902:915:954:975:1199:1232:1277:1283:1324:1575:1592,16,14,24
1251,1498,2402,8184,chiriașii,ro,noun,/kʲ̩irijaʃij/,yyyɶy,renters,104:190:310:352:400:501:1041:1233:1403:1484:1532,3:50:67:364:375:425:432:473:531:719:752:977:1228:1380,614:620:669:678:711:768:787:920:933:974:1034:1114:1207:1236:1290:1322:1351:1394:1396:1442:1445:1488:1531:1540:1577:1583:1627,11,14,27
1252,1499,2406,8209,adibusana,id,noun,/adibusana/,ɶyuɶɶ,Adibusana,1:14:63:217:261:282:298:782:816:1026:1075:1282:1447:1483,28:393:426:1187:1267:1610,613:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1254:1321:1352:1397:1450:1489:1589,14,6,20
1253,1500,2409,8218,Afrodita,eo,adjective,/afrodita/,ɶoyɶ,Aphrodite,115:233:406:1167:1270:1372:1373,36:54:753:772:929:978:1119,671:693:784:805:844:904:989:1033:1038:1093:1181:1204:1227:1333:1431:1601,7,7,16
1254,1501,2410,8224,akurata,eo,noun,/akurata/,ɶuɶɶ,Accurate,1:14:63:217:261:282:298:782:816:1026:1075:1282:1447:1483,92:393:403:562:1267:1610,613:640:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1252:1321:1352:1397:1450:1489:1523:1589,14,6,22
1255,1502,2411,8225,교가사상,ko,noun,/kjoɡa̠sʰa̠sʰa̠ŋ/,oɶɶɶm,Doctor idea,8:76:119:123:218:266:292:366:372:445:455:500:519:572:724:798:970:1194:1462,447:589:971:990:1003:1306,607:660:712:728:833:847:852:932:986:1092:1221:1317:1433:1480:1598,19,6,15
1256,1503,2412,8226,あさだ,ja,noun,/asada/,ɶɶɶ,So-called,5:11:15:91:97:100:116:131:157:162:165:187:252:274:299:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,30:51:112:118:149:208:223:300:414:1008:1046:1591,645:653:721:727:730:745:769:822:825:840:845:862:881:889:919:1001:1007:1011:1015:1039:1058:1060:1061:1072:1073:1158:1159:1242:1281:1296:1412:1533:1536,31,12,33
1257,1504,2414,8233,お淑やか,ja,adjective,/oɕitojaka/,oyoɶɶ,Greatness,21:26:43:62:103:105:120:130:180:210:212:239:279:291:294:399:462:495:848:985:1421,189:251:269:286:741:927:931:955:1331:1608,643:701:736:760:781:829:860:916:992:1116:1168:1217:1419:1420:1428,21,10,15
1258,1505,2415,8238,dominici,en,noun,/doʊmiˈnitʃi/,oʊyyy,dominici,59:69:247:278:319:389:397:1345,79:1344:1425:1607,685:698:778:790:793:801:950:1009:1043:1053:1105:1108:1151:1224:1238:1260:1346:1353:1398:1432:1485:1509:1551:1563,8,4,24
1259,1506,2417,8242,acclimata,fr,noun,/aklimata/,ɶbyɶɶ,acclimata,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1603:1605,71:78:80:81:225:407:436:438:979:1097:1180:1401:1429:1508,597:598:608:661:672:673:677:792:800:803:806:820:856:925:944:945:946:1029:1045:1112:1126:1156:1193:1203:1222:1266:1293:1298:1347:1417:1565:1572:1604:1609,27,14,34
1260,1507,2421,8259,기밀실,ko,noun,/kimiɭɕʰiɭ/,yyy,Room,59:69:247:278:319:389:397:1240:1345,79:1344:1425:1607,685:698:790:793:801:950:1009:1043:1053:1105:1108:1151:1238:1258:1353:1398:1432:1485:1509:1551:1563,9,4,21
1261,1509,2425,8289,أقتني,ar,noun,/ʔaqqataniː/,ɶbɶɶy,I knock me,44:46:133:179:199:215:230:245:288:308:360:369:370:496:498:566:761:864:922:996:1014:1031:1184,17:34:68:111:134:139:143:236:242:323:331:345:350:390:408:541:788:1123,599:624:626:732:750:763:783:839:869:899:952:957:963:1005:1019:1057:1062:1089:1110:1145:1148:1153:1161:1177:1190:1219:1247:1292:1350:1387:1413:1416:1459:1467:1469:1511:1515:1521:1547:1566,23,18,40
1262,1510,2430,8311,うざい,ja,adjective,/ɯzai/,uɶy,annoying,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:107:797:1172,770:809:835:883:943:1182:1200:1226:1269:1276:1295:1320:1402:1486:1510:1606:1619,13,4,17
1263,1511,2431,8315,ＡＳＣＩＩ,ja,noun,/asɯkiː/,ɶuy,ASCII,22:93:121:277:283:297:368:409:569:870:871:1069:1164:1244:1379,928:1343:1458:1570,615:737:817:849:926:1037:1042:1052:1100:1118:1163:1166:1185:1186:1209:1424:1443:1444:1518:1581:1585:1617:1622:1626,15,4,24
1264,1512,2432,8316,下地狱,zh-cn,noun,/ɕja˥˩ ti˥˩ y˥˩/,ɶyy,Hell,19:25:58:125:167:197:211:234:317:351:796:1103:1341:1368:1390:1466,20:33:65:74:110:169:227:263:295:330:358:494:512:854:1169:1243:1319,604:734:735:740:748:777:837:894:906:941:969:973:981:1032:1070:1101:1102:1117:1124:1201:1206:1239:1407:1438,16,17,24
1265,1513,2434,8329,budinya,id,noun,/budiɲa/,uyɶ,his beli,24:75:117:219:326:355:402:459:523:564:905:1218:1391:1395,106:137:293:386:463:891:1625,689:708:739:834:846:867:961:991:998:1000:1050:1086:1104:1165:1197:1220:1329:1399:1440:1471:1558,14,7,21
1266,1514,2435,8332,handicapa,ro,noun,/handikapa/,ɶmyɶɶ,Handicap,7:57:83:186:224:232:280:284:320:327:348:387:388:410:474:723:775:830:988:1063:1106:1121:1364:1543:1555:1605,71:78:80:81:225:407:436:438:802:979:1097:1180:1401:1429:1508,597:598:608:661:672:673:677:792:800:806:820:856:945:946:1029:1045:1112:1126:1156:1193:1203:1216:1259:1293:1298:1347:1417:1565:1572:1604:1609,26,15,31
1267,1515,2436,8335,cuadrumana,es,adjective,/kwaðɾumana/,ɶuɶɶ,cuadrumana,1:14:63:217:261:282:298:782:1282,28:92:393:403:426:562:1187:1610,613:640:687:717:729:743:776:789:967:1051:1071:1111:1189:1248:1252:1254:1321:1352:1397:1450:1489:1523:1589,9,8,23
1268,1517,2439,8344,dichiseanu,ro,adjective,/dikʲ̩isĕanu/,yyyɶu,dichiseanu,10:35:72:82:144:209:270:275:411:461:465:477:518:529:587:703:1074:1210,70:109:201:226:325:476:536,600:605:606:612:637:704:726:794:804:841:875:966:980:987:994:1035:1040:1049:1088:1096:1098:1229:1237:1327:1348:1441:1493:1542:1553:1567:1621,18,7,31
1269,1518,2441,8351,귀뚜라미,ko,noun,/kɥit͈uɾa̠mi/,yuɶy,cricket,52:86:108:357:398:413:458:828:1048:1299:1381:1472,84:102:107:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:883:943:1137:1200:1276:1279:1310:1320:1402:1486:1510:1606,12,10,19
1270,1520,2444,8368,可以吗,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦ ma˧/,oyɶ,May I,115:233:406:1167:1372,36:54:64:164:222:273:321:379:415:502:753:772:929:978:1119:1253,671:693:784:805:844:904:989:1033:1038:1093:1181:1204:1227:1333:1431:1601:1614,5,16,17
1271,1521,2445,8369,bibi,id,noun,/bibi/,yy,aunt,344:346:396:416:576:595:819:885,89:95:142:153:192:374:549:570:1384,688:691:812:935:1144:1235:1369:1404:1482:1491:1502:1503:1514:1530:1539:1548:1611:1613,8,9,18
1272,1522,2447,8375,cadiu,ro,noun,/kadiw/,ɶy,cadmium,145:150:303:304:306:337:342:467:469:490:525:551:583:813:1078:1080:1140:1142:1294:1492:1562,90:176:255:340:382:417:429:491:510:555:594:1081:1363,596:616:649:651:656:664:665:670:682:713:876:882:1021:1133:1287:1335:1337:1411:1468:1494:1528:1561:1564:1594:1596:1599,21,13,26
1273,1523,2449,8377,Anschub,de,noun,/ˈʔanˌʃuːp/,ɶub,Call,94:220:307:418:424:464:826:897:1280:1463,49:101:161:166:188:207:260:356:818:1036:1146,702:767:930:948:953:1155:1446,10,11,7
1274,1524,2451,8382,고로,ko,noun,/ko̞ɾo̞/,oo,blast furnace,37:311:312:423:440:563:584:585:754:1024:1461,258:324:419:428:879,657:1127:1136:1297:1301:1308:1349:1406:1498:1545:1597,11,5,11
1275,1525,2452,8385,baŭ,eo,verb,/bau/,ɶu,ba,85:138:253:254:333:395:450:460:482:486:487:530:552:557:561:938:1128:1360,174:195:256:264:301:484:489:575:912:1077:1330:1356,619:639:642:658:808:868:908:934:939:1018:1020:1022:1028:1082:1138:1234:1312:1355:1359:1362:1370:1434:1453:1497:1506:1516:1525:1529:1550:1576:1588:1590:1602:1615,18,12,34
1276,1526,2453,8387,buai,id,noun,/buai/,uɶy,Luai,315:828:1048:1299:1381:1472,102:151:281:421:516:797:1172:1262,601:668:680:770:807:809:835:943:1137:1182:1200:1226:1269:1279:1295:1310:1320:1486:1510:1619,6,8,20
1277,1527,2458,8394,Fasan,de,noun,/faˈzaːn/,ɶɶm,pheasant,29:56:124:128:184:204:229:238:268:285:420:448:466:471:517:537:539:984:1338:1455,42:87:168:178:221:243:271:449:453:457:481:507:534:764,611:617:646:647:663:674:679:681:707:744:759:774:810:853:858:915:954:975:1199:1232:1250:1283:1324:1575:1592,20,14,25
1278,1529,2461,8403,Tori,de,noun,/ˈtoːɾi/,oy,Tori,135:155:173:339:381:544:545:565:579:888:911:1023:1192:1212:1495:1527,156:172:257:371:422:430:527:554:1475,705:865:887:910:1079:1135:1288:1328:1385:1437:1470:1474:1507:1552:1623,16,9,15
1279,1530,2462,8411,いく人,ja,noun,/ikɯtaɾi/,yuɶy,Person,52:86:108:315:357:398:413:458:828:1048:1299:1381:1472,84:107:797:1172,770:809:835:883:943:1182:1200:1226:1269:1276:1295:1320:1402:1486:1510:1606:1619,13,4,17
1280,1531,2463,8419,acut,ro,verb,/akut/,ɶub,acute,94:220:307:418:424:464:826:1463,49:101:161:166:188:207:260:356:1036:1146,702:767:930:948:953:972:1155:1273:1358:1620,8,10,10
1281,1532,2464,8428,malavara,eo,noun,/malavara/,ɶɶɶɶ,Malavara,5:11:15:91:97:100:116:131:157:162:165:187:203:252:274:299:316:318:362:404:444:799:814:861:901:976:1067:1179:1304:1318:1389:1500:1586,77:112:118:149:208:353:636:1008:1046:1591,645:653:697:721:727:730:745:769:825:840:845:862:889:898:919:1001:1007:1011:1015:1039:1058:1060:1061:1073:1099:1158:1159:1242:1256:1412:1533,33,10,31
1282,1533,2468,8437,가급하다,ko,verb,/ka̠ɡɯpʰa̠da̠/,ɶuɶɶ,Accept,782:816:1026:1075:1447:1483,28:92:403:426:562:1187:1267:1610,613:640:687:717:729:743:776:789:967:1051:1071:1189:1248:1252:1254:1321:1352:1397:1450:1489:1523:1589,6,8,22
1283,1534,2470,8444,abang,id,noun,/abaŋ/,ɶɶm,Abang,124:204:238:268:448:466:471:537:539:984:1338,87:221:243:449:453:534:764,611:617:618:647:663:674:679:681:744:759:774:810:853:858:902:915:954:975:1199:1232:1250:1277:1324:1575:1592,11,7,25
