,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective
1262,aboulie,fr,noun,/abuli/,ɶuy,aboulie,22:98:100:111:290:306:311:377:572:710:886:887:1098:1194:1217:1282,615:629:635:696:737:823:825:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1272:1297:1552:1613:1617:1649:1654:1658,95:286:942:1381:1499:1602
1263,Andalousie,fr,noun,/ɑ̃daluzi/,ɑɶuy,Andalusia,22:98:100:111:290:306:311:377:572:710:886:887:1098:1194:1217:1282,615:629:635:696:737:823:825:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1272:1297:1552:1613:1617:1649:1654:1658,95:286:942:1381:1499:1602
1264,bi-ki-ni,vi,noun,/bi˧˥-ki˧˥-ni˧˥/,yyy,billiards,59:69:254:268:291:402:409:1105:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1267:1278:1294:1296:1371:1384:1436:1464:1475:1485:1584,79:1382:1462:1471:1639
1265,påkalla,sv,verb,/²p'oːkalːa/,oɶɶ,invoke,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1468,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640
1266,faun,ro,noun,/faun/,ɶum,faun,32:319:357:370:374:395:421:747:974:1124:1453:1611,602:623:630:733:786:938:1020:1055:1246:1411:1569:1600,18:66:172:193:204:245:255:256:299:393:520:543:1111
1267,너비뛰기,ko,noun,/nʌ̹bit͈ɥiɡi/,ɔyyy,Width,59:69:254:268:291:402:409:1105:1383,685:698:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1278:1294:1371:1390:1436:1464:1475:1485:1584,79:1382:1462:1471:1639
1268,hiền quá hoá ngu,vi,verb,/hiəŋ˦˨ wa˩˧ hwa˩˧ ŋu˧˥/,yəɶɶu,excisone,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209,627:632:638:644:652:654:666:675:684:700:709:749:836:857:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,23:166:655:738:870:1470
1269,audita,fr,noun,/odita/,oyɶ,audita,132:241:309:1197:1306:1414:1415,671:693:784:805:863:919:1000:1039:1050:1213:1245:1372:1443:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463
1270,bigamie,fr,adjective,/bigami/,yɶy,bigamy,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1298:1299:1325:1388:1416:1434:1458:1487:1488:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1403:1404
1271,celanaku,id,noun,/tʃəlanaku/,əɶɶu,My pants,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:857:875:900:915:965:976:1027:1058:1118:1156:1180:1341:1441:1556:1593,23:655:738:870:1470
1272,おけさ節,ja,noun,/okesabɯɕi/,oøɶuy,Octopus,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,942:1381:1499:1602
1273,banan,ro,noun,/banan/,ɶɶm,banana tree,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:618:646:647:663:674:679:681:707:744:774:813:872:876:917:930:968:1107:1204:1239:1313:1361:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764
1274,imagi,eo,verb,/imagi/,yɶy,imagine,121:201:320:411:1106:1218:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1233:1247:1277:1288:1298:1299:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403
1275,가루,ko,noun,/ka̠ɾu/,ɶu,Powder,103:152:202:260:341:407:459:468:560:564:952:1161:1311:1397,619:639:658:829:884:923:948:953:1028:1030:1032:1063:1350:1392:1396:1399:1410:1476:1494:1534:1558:1562:1582:1608:1620:1622:1634,188:206:279:313:490:495:577:927:1112:1367:1393
1276,Hiwi,de,noun,/ˈhiːvi/,yy,Hiwi,352:354:408:425:578:595:840:901,688:691:833:890:949:1177:1307:1409:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,107:113:156:167:203:384:552:573:1423
1277,가무이야기,ko,noun,/ka̠muija̠ɡi/,ɶuyɶy,Damage story,201:320:360:411:418:1074:1106:1218:1274,614:620:669:678:711:768:787:851:935:947:987:1068:1125:1148:1233:1247:1288:1298:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404
1278,bikini,id,noun,/bikini/,yyy,bikini,59:254:268:291:402:409:1105:1383,685:698:778:790:801:964:1019:1042:1076:1109:1141:1142:1184:1264:1267:1294:1296:1371:1384:1390:1436:1464:1475:1485:1584,79:1382:1462:1471:1639
1279,acadian,ro,adjective,/akadijan/,ɶɶyɶm,Akkadian,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,861:1077:1208:1236:1240:1370:1419:1459,16:130:460:486:694:731
1280,abrakadabra,id,noun,/abrakadabra/,ɶɶɶɶɶ,Abrakadabra.,5:11:15:97:109:115:133:146:171:176:179:214:259:270:308:326:328:373:453:799:824:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:769:807:843:846:859:864:878:897:934:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1292:1317:1334:1456:1568,30:51:77:129:163:233:265:361:423:636:1018:1079:1623
1281,trandafiriu,ro,adjective,/trandafiriw/,ɶmɶyy,pink,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,604:734:740:748:777:856:910:921:955:982:993:1038:1040:1041:1048:1052:1130:1138:1242:1451,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1356:1603
1282,aplaudí,es,verb,/aplauˈði/,ɶbɶuy,applaud,22:98:100:111:290:306:311:377:572:710:886:887:1217,615:629:635:696:737:823:825:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1272:1297:1552:1654:1658,95:286:942:1381:1499:1602
1283,dibuka,id,verb,/dibuka/,yuɶ,Opened,45:55:497:571:995:1065:1551,628:676:690:762:773:821:1085:1183:1205:1206:1215:1220:1287:1402:1418:1466:1484:1524:1644,174:217:908:961:1477:1614
1284,ＳＩｅｒ,ja,noun,/esɯaiaː/,øuɶyɶ,Sier,88:141:253:716:1051:1300:1358:1360:1514:1518:1570:1587,621:633:714:742:756:795:812:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1349:1472:1517:1616:1627:1660,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497
1285,macaragiu,ro,noun,/makaradʒiw/,ɶɶɶy,craner,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1131:1144:1178:1181:1186:1192:1227:1238:1330:1426:1457:1460:1500:1506:1508:1547:1549:1555:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788:1157
1286,acumularea,ro,noun,/akumularĕa/,ɶuuɶɶ,Impoundment,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:729:743:776:789:815:816:980:1046:1099:1145:1290:1329:1359:1389:1557:1621,28:110:405:414:435:565:1225:1303:1642
1287,고티힐후다,ko,noun,/ko̞tʰiʝiɾβuda̠/,oyyuɶ,Gothel Hill,248:995:1065:1283:1551,628:762:773:821:1085:1183:1205:1206:1215:1220:1402:1418:1466:1469:1484:1524:1644,174:217:908:961:1614
1288,chiriașii,ro,noun,/kʲ̩irijaʃij/,yyyɶy,renters,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404
1289,Afrodita,eo,adjective,/afrodita/,ɶoyɶ,Aphrodite,132:241:309:1197:1306:1414:1415,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633,36:54:753:772:943:990:1153:1463
1290,akurata,eo,noun,/akurata/,ɶuɶɶ,Accurate,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1145:1286:1329:1359:1389:1435:1526:1557:1621,110:405:414:565:1303:1642
1291,교가사상,ko,noun,/kjoɡa̠sʰa̠sʰa̠ŋ/,oɶɶɶm,Doctor idea,8:76:94:138:228:281:302:376:382:398:417:454:465:524:724:798:983:1231:1503,607:660:712:728:852:866:871:946:997:1036:1221:1222:1259:1261:1630,456:526:984:1001:1013:1344
1292,あさだ,ja,noun,/asada/,ɶɶɶ,So-called,5:11:15:97:109:115:117:133:146:171:176:179:259:270:308:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:721:727:730:745:769:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1189:1190:1280:1317:1334:1456:1565:1568,30:51:129:135:163:219:233:265:423:1018:1079:1623
1293,お淑やか,ja,adjective,/oɕitojaka/,oyoɶɶ,Greatness,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:996:1265:1468,643:701:736:760:781:810:814:849:931:1003:1150:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1368:1640
1294,dominici,en,noun,/doʊmiˈnitʃi/,oʊyyy,dominici,59:69:254:268:291:402:409:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1296:1371:1384:1390:1436:1464:1475:1485:1584,79:1382:1471:1639
1295,acclimata,fr,noun,/aklimata/,ɶbyɶɶ,acclimata,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1260:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:991:1134:1212:1445:1473:1545
1296,기밀실,ko,noun,/kimiɭɕʰiɭ/,yyy,Room,59:69:254:268:291:402:409:1105:1383,685:698:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1278:1294:1371:1390:1436:1464:1475:1485:1584,79:1382:1462:1471:1639
1297,ＡＳＣＩＩ,ja,noun,/asɯkiː/,ɶuy,ASCII,22:98:100:111:290:306:311:377:572:886:887:1098:1194:1217:1282,615:737:823:827:838:868:1071:1075:1083:1126:1137:1152:1196:1223:1224:1249:1262:1263:1552:1613:1617:1649:1654:1658,942:1381:1499:1602
1298,biadi,id,noun,/biadi/,yɶy,Biadi.,121:360:418:1074:1106:1218:1274:1447,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,3:50:67:375:481:534:719:752:989:1270:1403:1404
1299,가닐가닐,ko,noun,/ka̠niɭɡa̠niɭ/,ɶyɶy,Genilgan,201:320:360:411:418:1074:1106:1218:1274,614:620:669:678:711:768:787:851:935:947:987:1068:1125:1148:1233:1247:1288:1298:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404
1300,Ca-chiu-sa,vi,verb,/ka˧˥-ciw˧˥-ʂa˧˥/,ɶyɶ,Ca chiu sa,88:141:253:485:716:862:1051:1358:1360:1514:1518:1570:1587,621:633:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1472:1517:1616:1627:1660,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:978:1128:1254:1497
1301,budinya,id,noun,/budiɲa/,uyɶ,his beli,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,689:708:739:853:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1366:1413:1437:1482:1510:1591,123:151:303:396:471:907:1657
1302,handicapa,ro,noun,/handikapa/,ɶmyɶɶ,Handicap,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1637,597:598:608:661:672:673:677:792:800:828:841:874:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1295:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545
1303,cuadrumana,es,adjective,/kwaðɾumana/,ɶuɶɶ,cuadrumana,1:14:63:90:227:276:307:782:1318,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1145:1286:1290:1329:1359:1389:1435:1526:1557:1621,28:110:405:414:435:565:1225:1642
1304,dichiseanu,ro,adjective,/dikʲ̩isĕanu/,yyyɶu,dichiseanu,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539
1305,귀뚜라미,ko,noun,/kɥit͈uɾa̠mi/,yuɶy,cricket,52:104:125:365:410:422:466:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:899:957:1053:1170:1241:1312:1315:1348:1357:1446:1523:1546:1638,102:119:124:165:294:430:521:797:1200:1219
1306,可以吗,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦ ma˧/,oyɶ,May I,132:241:309:1197:1414,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463
1307,bibi,id,noun,/bibi/,yy,aunt,352:354:408:425:578:595:840:901,688:691:833:949:1177:1276:1409:1448:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,107:113:156:167:203:384:552:573:1423
1308,cadiu,ro,noun,/kadiw/,ɶy,cadmium,159:164:315:316:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:670:682:713:892:898:1031:1166:1322:1374:1376:1455:1507:1531:1561:1594:1596:1626:1628:1631,108:190:262:348:392:426:438:498:515:558:594:1116:1400
1309,Anschub,de,noun,/ˈʔanˌʃuːp/,ɶub,Call,112:230:312:427:433:472:847:913:1316:1504,702:767:944:962:967:1057:1489,49:118:175:180:199:218:275:364:839:1070:1179
1310,고로,ko,noun,/ko̞ɾo̞/,oo,blast furnace,37:322:323:432:449:566:586:587:754:1059:1502,657:1160:1169:1335:1339:1346:1387:1450:1535:1577:1629,273:333:428:437:895
1311,baŭ,eo,verb,/bau/,ɶu,ba,103:152:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1397,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1620:1622:1634:1647,188:206:263:279:313:490:495:577:927:1112:1367:1393
1312,buai,id,noun,/buai/,uɶy,Luai,325:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,119:165:294:430:521:797:1200:1219
1313,Fasan,de,noun,/faˈzaːn/,ɶɶm,pheasant,29:56:96:139:143:196:215:246:283:295:429:457:474:479:522:540:542:811:1377:1496,611:617:646:647:663:674:679:681:707:744:759:774:813:831:872:876:930:968:1107:1204:1239:1273:1361:1607:1624,42:87:89:105:182:192:231:285:371:458:462:512:537:764
1314,Tori,de,noun,/ˈtoːɾi/,oy,Tori,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,705:881:903:925:1114:1168:1323:1365:1424:1479:1509:1512:1544:1586:1655,170:186:264:381:431:439:530:557:1513
1315,いく人,ja,noun,/ikɯtaɾi/,yuɶy,Person,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,102:124:797:1200
1316,acut,ro,verb,/akut/,ɶub,acute,112:230:312:427:433:472:847:1504,702:767:944:962:967:985:1057:1309:1395:1652,49:118:175:180:199:218:275:364:1070:1179
1317,malavara,eo,noun,/malavara/,ɶɶɶɶ,Malavara,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:846:859:864:878:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1101:1136:1189:1190:1280:1292:1456:1565,77:129:135:163:219:361:636:1018:1079:1623
1318,가급하다,ko,verb,/ka̠ɡɯpʰa̠da̠/,ɶuɶɶ,Accept,782:837:1035:1061:1103:1490:1522,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1286:1290:1329:1359:1389:1435:1526:1557:1621,28:110:414:435:565:1225:1303:1642
1319,主观臆断,zh-cn,verb,/ʈʂu˨˩˦ kwan˥˥ i˥˩ twan˥˩/,uɶyɶm,Subjective,389:455:489:506:535:583:1006:1226:1345:1353:1440:1491:1505,861:1077:1208:1240:1370:1419:1431:1459,16:130:460:486:694:731:1279:1351:1363
1320,Uni,de,noun,/ˈʔuːni/,uy,University,184:346:440:476:491:584:922:1167:1394:1606,610:641:902:1164:1375:1406:1438:1520:1592,168:344:499:551:563:1324:1378:1405
1321,misa,id,noun,/misa/,yɶ,mass,388:444:531:1235,699:896:1176:1481:1542:1559:1578:1650,162:436:575:1228:1452:1573
1322,Marie,de,noun,/maˈʀiː/,ɶy,Marie,159:164:315:316:318:345:350:475:477:496:528:554:585:834:1113:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:670:682:713:892:898:1031:1119:1166:1308:1374:1376:1455:1507:1531:1561:1567:1594:1596:1626:1628:1631,108:190:262:348:392:426:438:498:515:558:594:1116:1253:1400
1323,dodii,ro,noun,/dodij/,oy,tongues,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,705:881:903:925:1114:1168:1314:1365:1369:1424:1479:1509:1512:1586:1655,170:186:264:381:431:439:530:557
1324,urdí,es,adjective,/uˈɾði/,uy,urgent,184:346:440:476:491:584:922:1167:1394:1606,610:641:1164:1320:1375:1406:1438:1520:1576:1592,168:344:499:551:563:1378:1405
1325,あぶり出し,ja,noun,/abɯɾidaɕi/,ɶuyɶy,Livelihood,121:201:320:360:411:418:1074:1106:1218:1274:1447,620:768:787:851:935:947:987:1068:1104:1125:1148:1233:1277:1288:1298:1299:1328:1388:1416:1434:1458:1488:1519:1525:1564:1615:1659,385:434:441:719:752:989:1270:1403:1404
1326,깃,ko,noun,/kit̚/,yb,feather,2:106:116:155:160:185:189:207:317:349:383:442:450:480:509:527:553:561:562:588:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1251:1338:1347:1379:1407:1516:1536:1541,372:390:404:443:448:519:593:924:1210
1327,bichâmes,fr,noun,/biʃam/,yɶm,bichash,31:280:765:912:1143,609:631:634:746:909:932:956:1009:1014:1097:1199:1255:1566:1605,47:194:209:249:305:1493
1328,antinazis,fr,noun,/ɑ̃tinazi/,ɑyɶy,Antinazis,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1298:1299:1325:1388:1416:1434:1458:1487:1488:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1403:1404
1329,胡子拉碴,zh-cn,noun,/xu˧˥ tsɯ˧ la˥˥ ʈʂʰa˥˥/,ubuɶɶ,Japanese,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:717:729:743:776:789:815:816:980:1046:1099:1145:1286:1290:1359:1389:1435:1526:1557:1621,28:110:405:414:435:565:1225:1303
1330,１人あたり,ja,noun,/çitoɾiataɾi/,yoyɶɶy,Per person,44:46:84:86:91:93:210:226:238:252:269:298:380:503:569:761:880:937:1007:1026:1066:1216,732:750:763:783:817:819:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1192:1207:1227:1238:1285:1426:1457:1460:1500:1506:1508:1547:1549:1555:1579:1598,68:128:148:157:339:416:788:1157
1331,가이아나,ko,noun,/ka̠ia̠na̠/,ɶyɶɶ,Gaiana,7:336:356:397:775:826:850:999:1093:1401:1575:1588:1635:1637,597:598:608:661:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1336:1444:1465:1597:1604:1641,78:80:81:415:445:802:991:1134:1212:1445:1473:1545
1332,가기,ko,verb,/ka̠ɡi/,ɶy,Going,164:316:318:475:477:496:528:834:1113:1115:1173:1175:1529,596:649:651:664:670:892:898:1031:1119:1166:1308:1322:1374:1376:1455:1531:1567:1626:1628:1631,190:392:426:498:515:558:594:1116:1253:1400
1333,가무파리,ko,noun,/ka̠mupʰa̠ɾi/,ɶuɶy,Duty Paris,52:104:125:365:410:422:466:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:899:957:1053:1170:1241:1312:1315:1348:1357:1446:1523:1546:1638,102:119:124:165:294:430:521:797:1200:1219
1334,malbanala,eo,noun,/malbanala/,ɶbɶɶɶ,Malbanala,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:727:730:745:769:807:846:859:864:878:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1101:1136:1189:1190:1280:1292:1456:1565,77:129:135:163:219:361:636:1018:1079:1623
1335,oleo,ro,noun,/olĕo/,oo,oleo,37:322:323:432:449:566:586:587:1502,657:1160:1310:1339:1387:1450:1535:1577:1629,161:273:333:428:437:446:516:895
1336,Pyjama,de,noun,/pyˈd͡ʒaːma/,yɶɶ,Pajama,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545
1337,uzukapi,eo,verb,/uzukapi/,uuɶy,use to use,52:104:125:325:365:410:422:466:848:1127:1420,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,102:119:124:165:294:430:521:1200:1219
1338,bit,es,noun,/bit/,yb,bit,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:1188,832:844:893:928:950:1174:1232:1251:1326:1347:1379:1516:1536:1541,372:390:404:443:448:519:593:924:1210
1339,Foto,de,noun,/foːto/,oo,photo,37:322:323:432:449:566:586:587:754:1059:1502,657:1160:1169:1310:1335:1346:1387:1535:1577:1629,161:273:333:428:437:446:516:895
1340,awabau,id,noun,/awabau/,ɶɶɶu,Awabau,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:857:875:900:915:965:976:1027:1058:1118:1156:1180:1341:1441:1556:1593,23:655:738:870:1470
1341,가라쿠,ko,noun,/ka̠ɾa̠kʰu/,ɶɶu,Karaku,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:915:965:976:1058:1156:1165:1271:1340:1441:1556:1619,23:166:655:738:870:1470
1342,abarataba,es,verb,/aβaɾataβa/,ɶɶɶɶɶ,Parataba,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:1355:1618,645:653:697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079
1343,blidaru,ro,noun,/blidaru/,byɶu,Blidaru,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539
1344,balaban,ro,adjective,/balaban/,ɶɶɶm,Balaban,8:76:94:138:228:281:282:302:376:382:398:417:454:465:524:724:798:983:1231:1503,607:660:712:728:820:852:866:871:946:997:1036:1221:1222:1259:1261:1291:1630,12:456:526:1001
1345,abarían,es,verb,/aβaˈɾian/,ɶɶyɶm,abaría.,389:455:489:506:535:583:1226:1319:1440:1505,861:1077:1208:1236:1240:1370:1419:1431:1459,16:130:460:486:694:731:1279:1351:1363
1346,boroș,ro,noun,/boroʃ/,oo,Boros.,37:322:323:432:449:566:586:587:1502,657:1160:1310:1339:1387:1450:1535:1577:1629,161:273:333:428:437:446:516:895
1347,ĉit,eo,noun,/t͡ʃit/,yb,cum,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,832:844:893:928:950:1172:1174:1232:1326:1338:1379:1407:1516:1536:1541,372:390:404:443:448:519:593:924:1210
1348,１０代,ja,noun,/dʑɯɯdai/,buuɶy,Teen,52:104:125:325:365:410:422:466:848:1081:1127:1337:1412:1420,770:830:854:899:957:1049:1053:1214:1237:1241:1305:1312:1333:1357:1446:1523:1546:1638:1651,102:124:797:1200
1349,adika,id,noun,/adika/,ɶyɶ,Adika,88:141:485:716:862:1051:1300:1358:1360:1514:1518:1570:1587,621:633:650:714:742:756:795:812:933:939:963:977:1012:1016:1089:1094:1095:1133:1149:1154:1284:1472:1517:1627:1660,0:27:39:137:195:197:225:251:272:321:538:580:869:973:978:1128:1497
1350,baciu,ro,noun,/batʃ̩u/,ɶu,Baciu,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311:1397,619:639:642:658:829:884:923:948:1028:1030:1032:1117:1171:1275:1392:1396:1399:1410:1476:1534:1543:1550:1558:1582:1608:1620:1622:1647,188:206:263:279:313:490:495:577:1112:1367
1351,agarinean,ro,adjective,/aɡarinĕan/,ɶɶyɶm,Agararean,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,861:1077:1208:1236:1240:1370:1419:1459,16:130:460:486:694:731
1352,Tutor,de,noun,/ˈtuːtoɾ/,uo,tutor,463:504:1449:1498:1553:1590,603:622:659:1163:1422:1425:1601,343:514:529:541:591:1478
1353,ababillan,es,verb,/aβaβiʎan/,ɶɶyɶm,Ababillan.,389:455:489:506:535:583:1226:1319:1440:1505,861:1077:1208:1236:1240:1370:1419:1431:1459,16:130:460:486:694:731:1279:1351:1363
1354,chum chúm,vi,noun,/cum˧˥ cum˩˧/,uum,chum,144:211:237:379:510:877:1362,662:683:771:918:970:994:1080:1185:1248,4:53:147:367:368:507:720
