,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch
1389,amouracha,fr,noun,/amuʁaʃa/,ɶuɶɶ,loveache,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:717:729:776:789:815:816:980:1099:1145:1286:1290:1329:1359:1435:1526:1557:1621,28:110:405:414:435:565:1225:1303:1642,洛夫杰
1390,bé tỉ tì ti,vi,noun,/bɛ˩˧ ti˧˩˨ ti˦˨ ti˧˥/,œyyy,Baby billion,59:69:254:268:291:402:409:1105:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1267:1278:1294:1296:1371:1384:1436:1464:1475:1485:1584,79:1382:1462:1471:1639,宝宝十亿
1391,bidule,fr,verb,/bidyl/,yyb,bidule,48:224:297:324:1004:1086:1201,758:766:972:1023:1121:1159,41:213:289:1044:1129:1132,
1392,ＲＡＳ,ja,noun,/ɾasɯ/,ɶu,Ras,202:260:261:488:492:493:533:555:560:952:1161:1311:1397,642:829:884:923:948:953:1030:1032:1063:1117:1171:1275:1350:1396:1399:1410:1476:1494:1534:1543:1550:1562:1582:1608:1620:1634:1647,188:206:263:279:490:495:577:927:1112:1367:1393,拉斯
1393,baniu,ro,adjective,/banju/,ɶu,money,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311:1397,619:639:642:658:829:884:923:948:1028:1030:1032:1117:1171:1275:1392:1396:1399:1410:1476:1534:1543:1550:1558:1582:1608:1620:1622:1647,188:206:263:279:313:490:495:577:1112:1367,钱
1394,不敌,zh-cn,verb,/pu˥˩ ti˧˥/,uy,Lose,184:346:440:476:491:584:922:1606,610:641:902:1164:1320:1406:1438:1520:1576:1592,168:344:499:551:563:1324:1378:1405,不敌
1395,Argus,de,noun,/ˈʔaɾgus/,ɶub,Argus,112:230:312:427:433:472:847:913:1316:1504,702:767:944:962:967:1057:1489,49:118:175:180:199:218:275:364:839:1070:1179,armus.
1396,rayu,id,noun,/raju/,ɶu,Rayu.,103:152:202:261:341:407:459:468:488:492:493:533:555:564:952:1161:1311:1397,619:639:642:658:923:953:1028:1063:1117:1171:1275:1350:1392:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1620:1622:1634:1647,263:313:927:1112:1367:1393,
1397,tajú,es,verb,/taˈxu/,ɶu,Tajú.,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:952:1161:1311,619:639:642:658:829:884:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1399:1410:1476:1494:1534:1543:1550:1558:1562:1582:1608:1622:1634:1647,188:206:263:279:313:490:495:577:927:1393,Tajú。
1398,さっ果,ja,noun,/sakːa/,ɶɶ,Ruth,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,625:648:715:889:951:1060:1162:1182:1421:1501:1515:1527:1533:1554:1581:1632:1648:1656,114:154:205:274:314:452:494:525:536:549:570:692:882:1432:1511,露丝
1399,咯出,zh-cn,noun,/kʰa˨˩˦ ʈʂʰu˥˥/,ɶu,Gudge,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:1311:1397,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1494:1534:1543:1550:1558:1562:1620:1622:1634:1647,188:206:263:279:313:490:495:577:927:1112:1367:1393,咯出
1400,bali,id,adjective,/bali/,ɶy,Bali,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,108:190:262:348:438:515:594:1116:1253,
1401,abrigarla,es,verb,/aβɾiɣaɾla/,ɶyɶɶ,Aweh,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:1093:1155:1575:1635,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,哇
1402,articula,ro,noun,/artikula/,ɶyuɶ,articulate,45:55:248:497:571:995:1065:1283:1551,628:676:690:762:773:1085:1183:1205:1206:1215:1220:1287:1418:1466:1469:1484:1524:1644,174:217:908:1477:1614,阐明
1403,disuadí,es,adjective,/diswaˈði/,yɶy,dissuade,121:201:320:360:411:418:1074:1106:1274:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1298:1299:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:989:1270:1404,劝阻
1404,duplikati,eo,adjective,/duplikati/,ubyɶy,duplicate,121:201:320:411:1106:1218:1447,614:620:669:678:711:768:787:851:935:947:987:1068:1104:1125:1233:1247:1277:1288:1298:1299:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403,
1405,buriu,ro,adjective,/buriw/,uy,Burium,184:346:440:476:491:584:922:1167:1394:1606,610:641:902:1320:1375:1406:1438:1520:1576:1592,168:344:499:551:563:1324:1378,巢
1406,bui,id,noun,/bui/,uy,jail,184:346:440:476:491:922:1167:1394:1606,610:641:902:1164:1320:1375:1520:1576:1592,344:551:563:1324:1378:1405,
1407,bit,id,noun,/bit/,yb,bit,2:106:116:155:160:185:189:207:317:349:383:442:450:461:480:500:509:527:553:561:562:588:718:888:954:1188,832:844:950:1172:1174:1232:1251:1326:1347:1379:1541,390:404:443:448:519:593:924:1210,少量
1408,ĉasakiri,eo,verb,/t͡ʃasakiri/,ɶɶyy,hunting,140:242:359:785:796:911:1380:1429,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,打猎
1409,kealey,en,noun,/ˈkiɫi/,yy,kealey,354:408:425:595:840:901,691:833:890:949:1177:1276:1307:1448:1495:1521:1528:1539:1540:1548:1563:1571:1580:1643:1645,113:203:1423,柯特利
1410,蜡烛,zh-cn,noun,/la˥˩ ʈʂu˧˥/,ɶu,candle,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:1311:1397,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1494:1534:1543:1550:1558:1562:1620:1622:1634:1647,188:206:263:279:313:490:495:577:927:1112:1367:1393,蜡烛
1411,baung,id,noun,/bauŋ/,ɶum,Baung.,32:357:370:374:395:421:974:1124:1453:1611,602:733:786:906:938:1020:1055:1246:1266:1569,18:66:193:204:245:255:256:299:393:1111,宝。
1412,ĉirkaŭbari,eo,verb,/t͡ʃirkaubari/,yɶuɶy,surround,52:104:125:325:365:410:422:466:848:1127:1420,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,102:119:124:165:294:430:521:1200:1219,环绕
1413,おうし座,ja,noun,/oɯɕiza/,ouyɶ,Taurus,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433:1461,739:853:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1437:1482:1510:1591,123:151:173:303:396:471:592:907:1193:1657,金牛座
1414,가로놓이다,ko,verb,/ka̠ɾo̞no̞ida̠/,ɶooyɶ,Horize,1197:1306:1415,693:784:805:863:919:1000:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,霍莉斯
1415,好整以暇,zh-cn,verb,/xɑʊ˥˩ ʈʂɤŋ˨˩˦ i˨˩˦ ɕja˧˥/,ɑʊoyɶ,Okward,132:241:309:1197:1414,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,好整以暇
1416,cronicarii,ro,noun,/kronikarij/,oyɶy,chroniclers,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,Chreiclers.
1417,bifall,sv,adjective,/²b'iːfalː/,yɶb,indemnite,40:61:83:191:545:589:845,757:779:806:929:1047:1147:1202:1243:1427:1486:1492,38:257:300:394:478:755:1583,赔偿
1418,السكرتاه,ar,noun,/aːlsikurtaːh/,ɶbyuɶ,Sacrift,45:55:248:497:571:995:1065:1283:1551,628:676:690:762:773:821:1085:1183:1206:1215:1220:1287:1402:1466:1469:1484:1524:1644,174:217:908:961:1477:1614,sacr
1419,affabulâmes,fr,noun,/afabylam/,ɶɶyɶm,affabulâmes,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,861:1077:1208:1236:1240:1370:1431:1459,16:130:460:486:694:731:1279:1351:1363,选择
1420,不搭理,zh-cn,verb,/pu˥˩ ta˥˥ li˧/,uɶy,Unrestrained,52:104:125:325:365:410:422:466:1081:1127:1337:1412,601:668:680:770:818:830:854:899:957:1049:1053:1170:1214:1237:1241:1305:1312:1315:1333:1348:1357:1446:1523:1546:1638:1651,102:119:124:165:294:430:521:797:1200:1219,不搭理
1421,baicea,ro,noun,/bajtʃ̩a/,ɶɶ,BAIC,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,114:154:205:274:314:452:494:525:536:549:570:692:1511,b
1422,宿舍,zh-cn,noun,/su˥˩ ʂɤ˥˩/,uo,dorm room,463:504:1449:1498:1590,603:622:659:1163:1352:1425:1601:1610,343:514:529:541:591:1478,宿舍
1423,gilí,es,adjective,/xiˈli/,yy,Gilí.,352:354:408:425:578:595:840:901,688:691:833:890:949:1177:1276:1307:1409:1448:1495:1521:1528:1539:1540:1563:1571:1580:1643:1645,107:113:156:167:203:384:552:573,gilí。
1424,ＯＢ,ja,noun,/oːbiː/,oy,Ob,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,705:881:925:1114:1168:1314:1323:1369:1479:1512:1544,170:186:264:381:431:439:530:557:1513,ob.
1425,buboi,ro,noun,/buboj/,uo,carbuncle,463:504:1449:1498:1553:1590,603:622:659:1163:1352:1422:1601:1610,343:514:529:541:591:1478,痈
1426,badari,id,noun,/badari/,ɶɶy,Badarari,505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,17:34:148:153:244:250:332:353:358:403:544:788:1157,Badarari.
1427,Pirat,de,noun,/piˈʁaːt/,yɶb,pirate,40:61:83:191:545:589:845,757:779:929:1047:1147:1202:1243:1486,38:257:300:394:478:755:1417:1583,海盗
1428,abaluartará,es,verb,/aβalwaɾtaˈɾa/,ɶɶɶɶɶ,Abaluartará,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:1355:1618,645:653:697:721:727:730:745:769:807:843:846:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1189:1190:1280:1292:1317:1334:1456:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079,Abaluartará.
1429,dihadiri,id,verb,/dihadiri/,yɶyy,attended,19:25:58:181:208:222:327:785:796:911:1139:1380:1408:1442,604:734:735:740:748:777:910:921:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1451:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1281:1356:1603,
1430,aburría,es,verb,/aβuˈria/,ɶuyɶ,bore,24:75:134:229:335:363:369:413:467:567:822:1433:1461,689:708:739:853:865:883:975:1002:1008:1010:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,123:151:173:303:396:471:592:907:1193:1657,毛孔
1431,aliman,ro,noun,/aliman/,ɶyɶm,Aliman,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491:1505,861:1077:1208:1236:1240:1370:1419:1459,16:130:460:486:694:731,aliman.
1432,amar,ro,adjective,/amar/,ɶɶ,bitter,150:342:386:387:406:508:513:546:550:556:559:574:576:579:590:842,625:648:667:695:706:715:889:951:1162:1182:1398:1515:1538:1554:1589:1612:1625:1632:1648:1656,114:154:205:274:314:452:494:525:536:549:570:692:1511,苦的
1433,áfrýja,is,verb,/auːfrija/,ɶuyɶ,appeal,24:75:134:229:335:363:369:413:467:567:822:920:1430:1461,689:708:739:853:865:883:975:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,123:151:173:303:396:471:592:907:1193:1657,上诉
1434,adipati,id,noun,/adipati/,ɶyɶy,duke,121:360:418:1074:1106:1218:1274:1447,614:669:678:711:787:851:935:947:987:1068:1104:1125:1148:1233:1247:1277:1288:1299:1325:1328:1388:1416:1458:1487:1519:1525:1564:1572:1609:1615,3:50:67:375:481:534:719:752:989:1270:1403:1404,公爵
1435,asumarea,ro,noun,/asumarĕa/,ɶuɶɶ,taking,1:14:63:90:227:276:307:782:837:1035:1061:1103:1318:1490:1522,613:640:687:729:743:776:789:815:816:980:1046:1099:1145:1290:1329:1359:1389:1557:1621,28:110:405:414:435:565:1225:1303:1642,
1436,subdividí,es,noun,/suβðiβiˈði/,ubyyy,subdivided,59:69:254:268:291:402:409:1105:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1464:1475:1485:1584,79:1382:1462:1471:1639,细分
1437,갸울이다,ko,noun,/kja̠uɾida̠/,ɶuyɶ,It's Gyul.,369:822:920:1430:1433:1461,689:708:739:865:883:975:1002:1008:1010:1082:1120:1140:1195:1234:1258:1301:1366:1413:1482:1510:1591,123:173:303:471:592:907:1193:1657,
1438,budi,id,noun,/budi/,uy,reason,184:346:440:476:491:922:1167:1394:1606,610:641:902:1164:1320:1375:1520:1576:1592,344:551:563:1324:1378:1405,原因
1439,biodata,id,noun,/biodata/,yoɶɶ,Biodata,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:867:1265:1468,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1467,200:258:284:296:741:941:945:969:1293:1368:1640,生物田
1440,a-mi-đan,vi,verb,/a˧˥-mi˧˥-daŋ˧˥/,ɶyɶm,A-mi-knit,389:455:489:506:535:583:1006:1226:1319:1345:1353:1491:1505,861:1077:1236:1240:1370:1419:1431:1459,16:130:460:486:694:731:1279:1351:1363,A-MI-RENIT
1441,آله,ar,noun,/aːlahu/,ɶɶu,Machine,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:1027:1058:1118:1165:1180:1271:1340:1341:1556:1593:1619,23:166:655:738:870:1470,
1442,alkadrigi,eo,verb,/alkadrigi/,ɶbɶyy,to alkate,140:242:359:785:796:911:1380:1429,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,对alkate.
1443,afoniza,ro,noun,/afoniza/,ɶoyɶ,Afnision,132:241:309:1197:1306:1414:1415,671:693:805:863:919:1039:1050:1067:1213:1245:1269:1372:1474:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,
1444,Ｂ型,ja,noun,/biːgata/,yɶɶ,B type,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,B型
1445,いいから,ja,adjective,/iikaɾa/,yyɶɶ,Because it is good,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1093:1155:1401:1575:1588:1635:1637,608:661:672:673:677:792:800:803:828:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:1134:1212:1473:1545,因为它很好
1446,ayuhai,id,noun,/ajuhai/,ɶuɶy,Ayuhai,325:848:1081:1127:1337:1412:1420,601:668:680:770:818:830:854:957:1049:1053:1170:1214:1237:1241:1305:1315:1333:1348:1357:1523:1546:1651,119:165:294:430:521:797:1200:1219,Ayuhai
1447,쉬파리,ko,verb,/ʃʰɥipʰa̠ɾi/,yɶy,flesh fly,201:320:360:411:418:1074:1106:1218:1274,614:620:669:678:711:768:787:851:935:947:987:1068:1125:1148:1233:1247:1288:1298:1325:1328:1388:1416:1434:1458:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,
1448,기기,ko,noun,/kiɡi/,yy,device,352:578:840,688:691:890:949:1276:1307:1409:1495:1521:1528:1539:1540:1548:1563:1571:1643:1645,107:156:167:384:552:573:1423,设备
1449,brujo,es,verb,/bɾuxo/,uo,sorcerer,463:504:1553:1590,603:622:659:1163:1352:1422:1425:1610,343:514:529:541:591:1478,巫师
1450,Rotor,de,noun,/ˈɾoːtoɾ/,oo,rotor,37:322:323:432:449:566:586:587:754:1059:1502,657:1160:1169:1310:1335:1346:1387:1535:1577:1629,161:273:333:428:437:446:516:895,转子
1451,alnajli,eo,noun,/alnaili/,ɶbɶyy,Alnajli,140:242:359:785:796:911:1380:1429,604:734:735:740:777:856:910:921:955:982:986:993:1038:1040:1041:1048:1052:1130:1138:1151:1158:1242:1480,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1281:1356:1603,alnajli.
1452,binar,ro,adjective,/binar/,yɶ,binary,388:444:518:531:1235,699:896:1176:1321:1481:1542:1559:1650,162:351:436:575:582:1228,
1453,가름,ko,verb,/ka̠ɾɯm/,ɶum,Stinging,319:747:974:1124,623:630:733:786:906:938:1020:1055:1246:1266:1411:1569:1600,172:520:543,刺痛
1454,isaicu,ro,adjective,/isajku/,yɶu,isaicu,10:35:72:82:158:220:271:288:420:469:473:484:502:523:532:703:1102:1250,600:605:606:612:637:704:726:794:804:860:891:979:992:998:1005:1034:1037:1054:1056:1069:1073:1122:1135:1203:1364:1386:1483:1530:1574:1585:1599:1653,70:126:212:235:334:483:539,
1455,aci,id,noun,/atʃi/,ɶy,Aci.,159:164:315:316:318:345:350:477:496:554:585:834:1113:1115:1173:1175:1332:1529:1595,596:616:649:651:656:664:665:682:713:898:1031:1119:1166:1308:1322:1374:1376:1507:1531:1561:1567:1594:1596:1626:1628,108:190:262:348:438:515:594:1116:1253,ACI。
1456,amenajarea,ro,noun,/amenaʒarĕa/,ɶøɶɶɶ,fittings,5:11:15:97:109:115:117:133:146:171:176:179:214:259:270:308:326:328:373:378:453:799:824:835:916:988:1096:1211:1342:1355:1428:1537:1618,645:653:697:721:745:769:807:843:859:864:878:897:905:934:1011:1017:1021:1025:1072:1088:1090:1091:1100:1101:1136:1190:1280:1292:1317:1334:1565:1568,30:51:77:129:135:163:219:233:265:361:423:636:1018:1079:1623,配件
1457,abai,id,noun,/abai/,ɶɶy,Abai,505:569:761:880:937:1007:1024:1026:1066:1216,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1123:1131:1178:1181:1186:1192:1207:1227:1238:1285:1330:1460:1500:1508:1549:1555:1579:1598,17:34:148:153:244:250:332:353:358:403:544:788:1157,Abai.
1458,italy,ro,noun,/itali/,yɶy,Italy,121:201:320:360:411:418:1074:1106:1218:1274:1447,614:620:669:678:711:768:787:935:947:987:1068:1104:1148:1247:1277:1298:1299:1325:1328:1388:1434:1487:1488:1519:1525:1564:1572:1609:1615:1659,3:50:67:375:385:434:441:481:534:719:752:989:1270:1403:1404,意大利
1459,갈비탕,ko,noun,/ka̠ɭbitʰa̠ŋ/,ɶyɶm,Ribs,389:455:489:506:535:583:1006:1226:1319:1345:1353:1440:1491,1077:1208:1236:1370:1419:1431,16:130:460:486:694:731:1279:1351:1363,肋骨
1460,baharí,es,noun,/baaˈɾi/,ɶɶy,Bahari.,44:46:84:86:91:93:210:226:238:252:269:298:380:503:505:569:761:880:937:1007:1024:1026,599:624:626:732:750:763:783:817:819:858:879:885:914:966:971:1015:1029:1087:1092:1108:1123:1131:1144:1178:1181:1186:1192:1207:1227:1238:1285:1330:1426:1457:1500:1506:1508:1547:1549:1555:1579:1598,17:34:68:128:148:153:157:244:250:332:339:353:358:403:416:544:788,
1461,aboutira,fr,verb,/abutiʁa/,ɶuyɶ,end up at,24:75:134:229:335:363:369:413:467:567:822:920:1430:1433,689:708:739:853:865:883:975:1002:1008:1010:1082:1120:1195:1234:1258:1301:1366:1413:1437:1482:1510:1591,123:151:173:303:396:471:592:907:1193:1657,最终
1462,bbc,en,adjective,/ˌbibiˈsi/,yyy,bbc,59:69:254:268:291:402:409:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1296:1371:1384:1390:1436:1464:1475:1485:1584,79:1382:1471:1639,BBC.
1463,ác-mô-ni-ca,vi,adjective,/ak˦˥-mo˧˥-ni˧˥-ka˧˥/,ɶboyɶ,Argentic,132:241:309:1197:1306:1414:1415,671:693:784:805:863:919:1000:1039:1050:1067:1213:1245:1269:1372:1443:1474:1633:1646,36:54:64:178:232:266:287:330:424:464:753:943:990:1153:1289,阿根廷
1464,aliigi,eo,noun,/aliigi/,ɶyyy,Align,69:402:1105:1383,685:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1142:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1475:1485:1584,79:1382:1462:1471:1639,对齐
1465,bílanna,is,noun,/piːlana/,yɶɶ,the cars,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:826:850:999:1093:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:677:792:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1244:1256:1260:1295:1302:1331:1336:1385:1444:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1473:1545,汽车
1466,儿媳妇儿,zh-cn,noun,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,ɶyuɶ,Daughter-in-law,45:55:248:497:571:995:1065:1283:1551,628:676:690:762:773:821:1183:1205:1206:1215:1220:1287:1402:1418:1469:1484:1644,174:217:908:961:1477,儿媳妇儿
1467,간동하다,ko,noun,/ka̠ndo̞ŋɦa̠da̠/,ɶmoɶɶ,Tune,867:996:1265:1468,686:736:760:781:809:810:814:849:894:931:1003:1022:1084:1150:1198:1257:1439,200:258:741:941:945:969:1293:1368:1640,调
1468,abobaba,es,verb,/aβoβaβa/,ɶoɶɶ,abobaba,21:26:43:62:85:120:122:136:145:221:223:247:292:301:304:399:400:470:996:1265,643:686:701:736:760:781:809:810:814:849:894:931:1003:1022:1084:1198:1257:1439:1467,200:258:284:296:741:941:945:969:1293:1368:1640,阿巴布巴
1469,adiguna,id,noun,/adiguna/,ɶyuɶ,Adiguna,45:55:497:571:995:1065:1551,628:676:690:762:773:821:1085:1183:1205:1206:1215:1220:1287:1402:1418:1466:1484:1524:1644,174:217:908:961:1477:1614,Adiguna.
1470,frammá,is,adjective,/framau/,ɶɶu,exquisite,6:9:13:60:142:177:216:239:243:277:310:331:337:340:355:362:412:451:487:511:722:780:1062:1191:1209:1268,627:632:638:644:652:654:666:675:684:700:709:725:749:836:857:875:900:915:965:976:1027:1058:1118:1156:1165:1180:1271:1340:1341:1441:1556:1593:1619,23:166:655:738,
1471,أريتري,ar,adjective,/ʔiriːtrijj/,yyy,Eritrean,59:69:254:268:291:402:409:1105:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1141:1142:1184:1264:1267:1278:1294:1296:1384:1390:1436:1464:1475:1485:1584,79:1382:1462:1639,厄立特里亚
1472,actualisa,fr,noun,/aktɥaliza/,ɶbɶyɶ,update,88:141:253:485:716:862:1051:1300:1358:1360:1514:1518:1570:1587,621:633:650:714:742:756:795:812:933:939:963:977:981:1012:1016:1089:1094:1095:1133:1149:1154:1284:1349:1517:1616:1627:1660,0:27:39:73:131:137:195:197:225:251:272:321:538:580:869:973:1254:1497,更新
1473,إبيض,ar,adjective,/ibjadˤˤa/,yɶɶ,white,7:57:92:99:101:198:240:293:329:336:356:397:401:419:482:723:775:826:850:999:1155:1401:1575:1588:1635:1637,597:598:608:661:672:673:677:792:800:803:828:841:874:940:958:959:960:1064:1078:1110:1146:1187:1230:1256:1260:1295:1302:1331:1336:1385:1444:1465:1597:1604:1636:1641,71:78:80:81:234:415:445:447:802:991:1134:1212:1445:1545,白色的
1474,claudiqua,fr,noun,/klodika/,boyɶ,claudiqua,132:241:309:1197:1306:1414:1415,671:693:784:805:863:919:1000:1039:1050:1213:1245:1372:1443:1633:1646,36:54:64:178:232:266:287:330:424:464:753:772:943:990:1153:1289:1463,克劳迪亚
1475,biisi,fi,noun,/ˈbiisi/,yyy,song,59:69:254:268:291:402:409:1105:1383,685:698:778:790:793:801:964:1019:1042:1045:1076:1109:1141:1184:1264:1267:1278:1294:1296:1371:1384:1390:1436:1464:1485:1584,79:1462:1471:1639,歌曲
1476,下午,zh-cn,noun,/ɕja˥˩ u˨˩˦/,ɶu,in the afternoon,103:152:202:260:261:341:407:459:468:488:492:493:533:555:560:564:1311:1397,619:639:642:658:829:884:923:948:953:1028:1030:1032:1063:1117:1171:1275:1350:1392:1396:1494:1534:1543:1550:1558:1562:1620:1622:1634:1647,188:206:263:279:313:490:495:577:927:1112:1367:1393,下午
1477,기쁘다,ko,adjective,/kip͈ɯda̠/,yuɶ,happy,248:995:1065:1283:1551,628:762:773:821:1085:1183:1205:1206:1215:1220:1402:1418:1466:1469:1484:1524:1644,174:217:908:961:1614,快乐的
1478,kuno,id,adjective,/kuno/,uo,ancient,463:504:1449:1498:1553:1590,603:622:659:1163:1352:1422:1425:1601:1610,343:514:529:541:591,古老的
1479,boi,id,noun,/boi/,oy,Boi.,149:169:187:347:391:547:548:568:581:904:926:1033:1229:1252:1532:1560,705:881:903:925:1114:1168:1314:1323:1365:1369:1424:1509:1544:1586:1655,186:264:381:431:439:530:557:1513,Boi。
1480,musafirii,ro,noun,/musafirij/,uɶyy,guests,19:25:58:140:181:208:222:242:327:359:785:796:911:1139:1380:1408:1429:1442,604:734:740:748:777:856:910:921:955:982:993:1038:1040:1041:1048:1052:1130:1138:1242:1451,20:33:65:74:127:183:236:267:278:338:366:501:517:873:1043:1356:1603,客人
1481,体罚,zh-cn,noun,/tʰi˨˩˦ fa˧˥/,yɶ,corporal punishment,388:518:531:1235,699:896:1176:1321:1542:1559:1578:1650,162:351:436:575:582:1228:1452:1573,体罚
1482,ruina,eo,noun,/ruina/,uyɶ,Ruina,24:75:134:229:335:363:413:467:567:822:920:1430:1433:1461,689:708:739:853:883:975:1002:1008:1010:1082:1120:1140:1195:1258:1301:1366:1413:1437:1510:1591,151:173:396:592:907:1193:1657,瑞娜
