,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
951,排闼而入,zh-cn,verb,/pʰaɪ˧˥ tʰa˥˩ aɻ˧˥ ʐu˥˩/,ɶʏɶɶu,Row,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:803:863:905:930:935:944:1013:1064:1129:1233:1254,19:145:573:736:1147,排闼而入,Baris
952,Euthanasie,de,noun,/ɔɪ̯tanaˈziː/,ɔʏɶɶy,euthanasia,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:923:945:948:964:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,安乐死,eutanasia.
953,asusila,id,adjective,/asusila/,ɶuyɶ,immoral,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:827:829:881:907:955:983:1002:1077:1111:1158:1175:1231,108:271:349:413:1284,不道德,asusila
954,desaturdí,es,verb,/desatuˈɾði/,øɶuy,desaturred,18:89:91:99:259:274:279:335:500:622:747:748:968,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1281:1285,87:256:783:1167:1241,去饱和,DESATURRED
955,أتيح,ar,noun,/ʔutiːħa/,uyɶ,Place,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:722:732:744:822:827:829:881:907:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,地方,Tempat
956,đa xử lí,vi,noun,/da˧˥ sɯ˧˩˨ li˩˧/,ɶuy,multi-processor,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:703:705:712:734:873:876:882:912:917:928:974:996:1005:1006:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,多处理器,multi-prosesor
957,これと言った,ja,verb,/koɾetoitːa/,oøoyɶ,This said,117:211:277:1037:1112:1113,586:673:688:769:820:848:857:870:1011:1083:1151:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,这说了,Kata ini
958,坑坑洼洼,zh-cn,noun,/kʰɤŋ˥˥ kʰɤŋ˥˥ wa˥˥ wa˥˥/,omoɶɶ,Pit,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:695:752:776:823:838:883:926:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,坑坑洼洼,Lubang
959,biban,ro,noun,/biban/,yɶm,perch,27:250:660:765:922,531:552:555:648:762:777:792:828,41:170:183:219:273,栖息,hinggap
960,أسترالي,ar,adjective,/ʔusturaːlijj/,ubuɶy,Australian,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:682:970,澳大利亚,Australia
961,Singapúr,is,noun,/siŋapur/,yɶu,Singapore,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:724:728:750:805:815:819:824:847:861:1084:1159:1190:1217:1225:1239:1280,62:111:185:206:299:424,新加坡,Singapura
962,あ段,ja,noun,/adaɴ/,ɶɶm,Late,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:580:594:596:619:646:664:694:738:741:768:775:798:988:1015:1042,37:79:81:95:160:168:202:255:330:402:405:447:470:659,晚了,Terlambat
963,أيبولا,ar,noun,/ʔiːbuːlaː/,yuɶ,Ibola,39:47:218:437:499:868:1023,549:591:603:657:699:884:946:971:1025:1103:1144:1160:1185:1272,152:189:796:1154:1250,冰川,Ibola.
964,cantaragiu,ro,noun,/kantaradʒiw/,ɶmɶɶy,weigher,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:650:658:672:698:726:746:766:800:832:843:899:914:923:945:948:952:977:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,秤,timbangan
965,chí tái chí tam,vi,noun,/ci˩˧ taj˩˧ ci˩˧ tam˧˥/,yɶyɶm,reef,344:399:430:444:468:509:825:976:1048:1171,729:878:985:989:1081:1115:1139,13:115:404:427:606:636:1020:1067:1075,礁,terumbu
966,bizara,eo,adjective,/bizara/,yɶɶ,bizarre,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,奇异,aneh
967,구만리,ko,noun,/kuma̠ɭʎi/,uɶy,Gurus,45:94:110:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:939:990:1041:1044:1066:1071:1198:1268,104:109:144:263:379:455:682:960:970,大师,Gurus.
968,akuŝi,eo,verb,/akuʃi/,ɶuy,To charge,89:99:259:279:335:500:622:747:892:954:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1249:1252:1276:1281,87:256:783:1167:1241,充电,Untuk mengisi daya
969,equivalí,es,verb,/ekiβaˈli/,øyɶy,equivalent,106:177:286:321:362:369:875:898:1016:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1105,相等的,setara
970,うざい,ja,adjective,/ɯzai/,uɶy,annoying,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,恼人的,menjengkelkan
971,íbúa,is,noun,/iːpua/,yuɶ,population,39:47:218:437:499:868:1023,549:591:603:657:699:884:946:963:1025:1103:1144:1160:1185:1272,152:189:796:1154:1250,人口,populasi
972,makadam,sv,noun,/makad'amː/,ɶɶɶm,macadam,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:973:1003:1004:1029:1262,9:400:460:821:1065,麦卡金达,Macadam.
973,أتأيم,ar,noun,/ʔataʔajjam/,ɶɶɶɶm,Its,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:972:1003:1029:1262,9:400:460:821:1065,它的,Nya
974,가감은휘,ko,noun,/ka̠ɡa̠mɯnɦɥi/,ɶɶuy,Year,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,年,Tahun
975,aktuala,eo,adjective,/aktuala/,ɶbuɶɶ,Present,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1055:1073:1094:1125:1187:1206:1255,98:357:365:493:1271,展示,Menyajikan
976,dælan,is,verb,/taiːlan/,ɶyɶm,pump,344:399:430:444:468:509:825:1048:1171,729:878:965:985:989:1081:1115:1139,13:115:404:427:606:636:1020:1067:1075,泵,pompa
977,afasi,sv,noun,/afas'iː/,ɶɶy,aphasia,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:826:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:987:1056:1168:1172:1199:1200:1204:1238,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476:676,失语症,Aphasia.
978,ĉina,eo,adjective,/t͡ʃina/,yɶ,Chinese,343:391:453:464:984,754:1050:1157:1196:1220:1277,141:314:385:508:1135:1216,中国人,Cina
979,cocí,es,verb,/koˈθi/,oy,cook,132:147:164:311:345:479:480:496:507:759:772:845:998:1192:1207,617:743:758:771:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,厨师,memasak
980,animala,eo,noun,/animala/,ɶyɶɶ,Animal,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:685:714:794:795:867:879:924:949:993:1000:1035:1057:1061:1091:1130:1143:1267,63:73:205:394:687:814:1131:1150,动物,Satwa
981,abajarán,es,verb,/aβaxaˈɾan/,ɶɶɶɶm,Away,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:809,529:578:624:634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821:1065,离开,Jauh
982,asociatii,ro,noun,/asotʃiatij/,ɶoyɶy,associations,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:780:788:812:871:897:995:1018:1054:1093:1124:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,协会,asosiasi
983,flugila,eo,noun,/flugila/,buyɶ,wing,20:67:119:200:300:324:364:410:495:700:1121:1123:1140,602:620:642:722:744:822:827:829:881:907:955:1002:1034:1077:1111:1175:1231,151:349:516:953:1284,翅膀,sayap
984,lila,de,verb,/ˈliːla/,yɶ,purple,343:391:453:464,611:754:1050:1157:1196:1220:1277,141:314:385:502:508:978:1135:1216,紫色的,ungu
985,马戏团,zh-cn,noun,/ma˨˩˦ ɕi˥˩ tʰwan˧˥/,ɶyɶm,circus,344:399:430:444:468:509:825:976:1171,729:878:965:989:1081:1115:1139,13:115:404:427:606:636:1020:1067:1075,马戏团,sirkus
986,동그라미,ko,noun,/to̞ŋɡɯɾa̠mi/,omuɶy,circle,45:94:110:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:939:990:1041:1044:1066:1071:1198:1268,104:109:144:263:379:455:682:960:970,圆圈,lingkaran
987,elbalai,eo,noun,/elbalai/,øbɶɶy,elbalai,40:76:78:83:85:184:197:208:222:239:266:337:441:443:497:656:781:839:841:869,521:545:547:637:650:658:672:698:726:746:766:800:832:843:899:909:914:923:945:948:952:964:977:1056:1168:1172:1199:1200:1204,14:30:60:113:131:135:137:214:220:297:315:319:356:367:476,埃尔巴莱,Elbalai.
988,丫鬟,zh-cn,noun,/ja˥˥ xwan˧˥/,ɶɶm,鬟鬟,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,丫鬟,鬟鬟.
989,가시관,ko,noun,/ka̠ɕʰiɡwa̠n/,ɶyɶm,Thoroughness,344:399:430:444:468:509:825:976:1048,878:965:985:1081:1115,13:115:404:427:606:636:1020:1067:1075,彻底,Ketelitian
990,ngũ gia bì,vi,noun,/ŋu˧˩˨ ja˧˥ bi˦˨/,uɶy,Fields,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:682:960:970,领域,Bidang
991,ban chỉ huy,vi,noun,/baŋ˧˥ ci˧˩˨ hwi˧˥/,ɶyy,Steering committee,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:640:667:763:808:811:816:850:855:859:918:927:931:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,指导委员会,Panitia acara
992,Fíat,is,noun,/fiːjat/,yɶb,Fiat,36:53:75:167:477:513,654:669:689:774:925:1119:1164,34:227:268:347:420:652:1114:1223,义,Perintah
993,إنديانا,ar,noun,/ʔindiːaːnaː/,ymyɶɶ,Indiana,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:1102:1218:1228:1266,519:520:530:579:587:588:592:685:714:794:795:867:879:924:949:980:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131,印第安纳州,Indiana.
994,えぞ鹿,ja,noun,/ezoɕika/,øoyɶ,鹿,117:211:277:1037:1112:1113,586:673:688:769:820:848:857:870:1011:1083:1151:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,鹿,鹿.
995,２割,ja,noun,/niɰᵝaɾi/,yɶy,20%,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,20％,20%
996,가득히,ko,noun,/ka̠dɯkçi/,ɶuy,chock,18:89:91:99:259:274:279:500:622:748:892:954:968:1022,537:550:608:701:703:705:712:873:876:882:912:917:928:956:1005:1006:1014:1249:1252:1276:1285,87:256:783:1167:1241,座子,chock.
997,あいだる,ja,verb,/aidaɾɯ/,ɶyɶu,Be,241:615:895,534:679:724:728:750:805:819:824:847:861:908:961:1084:1159:1190:1217:1225:1239:1280,111:206:299,是,Menjadi
998,合于,zh-cn,verb,/xɤ˧˥ y˧˥/,oy,In,132:147:164:311:345:479:480:496:507:759:979:1192:1207,617:758:938:1043:1052:1076:1080:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,合于,Di
999,nazir,ro,adjective,/nazir/,ɶy,Nazir,139:143:282:283:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:844:936:1051:1173:1191:1208:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:1101,纳兹尔,Nazir.
1000,bigarra,fr,noun,/bigaʁa/,yɶɶ,Bigarra,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:685:714:794:795:867:879:924:949:980:993:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:814:966:1131:1150,塔拉拉,BIGARRA.
1001,au passage,fr,noun,/opasaʒ/,oɶɶ,in the way,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:691:692:695:719:752:776:823:838:883:926:958:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,顺便说一下,di jalan
1002,formulierbar,de,,/fɔɾmuliːɾˈbaɽ/,ɔuyɶ,formatible,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:827:829:881:955:983:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953,格式,memformat
1003,Manhattan,de,noun,/manatan/,ɶɶɶm,Manhattan,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:972:973:1004:1029:1262,9:400:460:821:1065,曼哈顿,Manhattan
1004,أبراهام,ar,noun,/ʔabraːhaːm/,ɶɶɶm,Abraham,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:972:1003:1029:1262,9:400:460:821:1065,亚伯拉罕,Abraham.
1005,aboulie,fr,noun,/abuli/,ɶuy,aboulie,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,阿努利,Aboulie.
1006,Andalousie,fr,noun,/ɑ̃daluzi/,ɑɶuy,Andalusia,18:89:91:99:259:274:279:335:500:622:747:748:892:954:968:1022,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1014:1249:1252:1276:1281:1285,87:256:783:1167:1241,安达卢西亚,Andalusia.
1007,bi-ki-ni,vi,noun,/bi˧˥-ki˧˥-ni˧˥/,yyy,billiards,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:900:920:921:1010:1019:1032:1033:1082:1090:1126:1142:1152:1161:1224,71:1088:1148:1269,台球,bilyar
1008,påkalla,sv,verb,/²p'oːkalːa/,oɶɶ,invoke,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,邀请,memohon
1009,faun,ro,noun,/faun/,ɶum,faun,28:285:318:329:332:348:372:802:910:1136:1247,524:551:638:675:782:836:860:1214,58:150:169:179:215:225:226:267:346:454:475:901,生儿,Faun
1010,너비뛰기,ko,noun,/nʌ̹bit͈ɥiɡi/,ɔyyy,Width,51:61:224:238:260:355:360:1089,599:610:678:686:851:853:877:900:920:921:947:1007:1019:1032:1082:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,宽度,Lebar
1011,audita,fr,noun,/odita/,oyɶ,audita,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:994:1083:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,澳米岛,Audita.
1012,bigamie,fr,adjective,/bigami/,yɶy,bigamy,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1104:1105,重婚,bigami
1013,celanaku,id,noun,/tʃəlanaku/,əɶɶu,My pants,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:725:740:757:767:803:863:905:930:944:1064:1129:1205:1233,19:573:736:1147,我的裤子,celanaku
1014,おけさ節,ja,noun,/okesabɯɕi/,oøɶuy,Octopus,18:89:91:99:259:274:279:335:500:747:748:892:954:968:1022,537:701:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1249:1252:1276:1281:1285,783:1167:1241,章鱼,Gurita
1015,banan,ro,noun,/banan/,ɶɶm,banana tree,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:540:565:580:589:594:596:619:646:664:694:738:741:768:775:798:962:988:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,香蕉树,pohon pisang
1016,imagi,eo,verb,/imagi/,yɶy,imagine,106:177:286:362:898:969:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215,1:43:59:333:340:383:390:422:467:629:813:1012:1104,想象,membayangkan
1017,가루,ko,noun,/ka̠ɾu/,ɶu,Powder,93:134:178:230:305:359:403:411:490:492:790:932,541:559:576:706:745:791:842:866:1096:1100:1109:1153:1193:1209:1222:1245:1265,165:181:249:280:431:435:504:773:1078:1097,粉末,Bubuk
1018,가무이야기,ko,noun,/ka̠muija̠ɡi/,ɶuyɶy,Damage story,177:286:321:362:369:875:898:969:1016,536:542:593:623:662:721:780:788:812:871:911:982:995:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,损坏故事,Kisah Kerusakan
1019,bikini,id,noun,/bikini/,yyy,bikini,51:224:238:260:355:360:1089,599:610:668:686:851:877:900:920:921:947:1007:1010:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,比基尼,bikini
1020,acadian,ro,adjective,/akadijan/,ɶɶyɶm,Akkadian,344:399:430:444:468:509:825:976:1048:1171,729:878:965:985:989:1081:1115:1139,13:115:404:427:606:636,又名,Akkadian.
1021,trandafiriu,ro,adjective,/trandafiriw/,ɶmɶyy,pink,15:21:50:125:159:182:194:212:292:320:674:681:764:919:1087:1108:1120,526:639:667:763:808:816:849:850:855:859:918:991,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1070:1242,粉色的,Merah Jambu
1022,aplaudí,es,verb,/aplauˈði/,ɶbɶuy,applaud,18:89:91:99:259:274:279:335:500:622:747:748:968,537:550:608:701:703:705:712:734:873:876:882:912:917:928:956:974:996:1005:1006:1014:1281:1285,87:256:783:1167:1241,鼓掌,bertepuk tangan
1023,dibuka,id,verb,/dibuka/,yuɶ,Opened,39:47:437:499:868,549:591:603:657:699:884:946:963:971:1025:1103:1144:1160:1185:1272,152:189:796:1154:1250,打开,dibuka
1024,acumularea,ro,noun,/akumularĕa/,ɶuuɶɶ,Impoundment,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:635:645:666:677:696:806:854:893:1028:1055:1073:1094:1206:1255,24:98:357:365:384:493:975:1271,蓄积金,Impoundment.
1025,고티힐후다,ko,noun,/ko̞tʰiʝiɾβuda̠/,oyyuɶ,Gothel Hill,218:868:1023,549:657:699:884:946:963:971:1103:1144:1160:1185:1272,152:189:796:1250,盖尔山,Gothel Hill.
1026,chiriașii,ro,noun,/kʲ̩irijaʃij/,yyyɶy,renters,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:780:788:812:871:897:995:1018:1054:1093:1124:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,租借者,Penyewa.
1027,Afrodita,eo,adjective,/afrodita/,ɶoyɶ,Aphrodite,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264,32:46:663:784:1141,阿芙罗石,Aphrodite.
1028,akurata,eo,noun,/akurata/,ɶuɶɶ,Accurate,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1055:1073:1094:1125:1187:1206:1255,98:357:365:493:1271,准确的,Tepat
1029,교가사상,ko,noun,/kjoɡa̠sʰa̠sʰa̠ŋ/,oɶɶɶm,Doctor idea,5:68:86:123:199:251:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:972:973:1003:1004:1262,400:460:821:1065,医生的想法,Ide dokter
1030,あさだ,ja,noun,/asada/,ɶɶɶ,So-called,2:8:12:88:97:101:102:118:130:149:154:157:229:240:276:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:633:647:716:727:731:742:755:760:779:830:834:837:840:874:885:887:894:950:1046:1060:1137:1210:1213,26:44:114:120:142:191:204:235:374:835,所谓的,Disebut.
1031,お淑やか,ja,adjective,/oɕitojaka/,oyoɶɶ,Greatness,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:613:641:655:670:692:695:719:776:823:926:958:1001:1128:1145,176:228:254:265:643:786:799:1079:1270,伟大,Kebesaran
1032,dominici,en,noun,/doʊmiˈnitʃi/,oʊyyy,dominici,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,多米尼加,Dominici.
1033,기밀실,ko,noun,/kimiɭɕʰiɭ/,yyy,Room,51:61:224:238:260:355:360:1089,599:610:678:686:851:853:877:900:920:921:947:1007:1019:1032:1082:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,房间,Kamar
1034,budinya,id,noun,/budiɲa/,uyɶ,his beli,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,602:620:642:722:732:744:822:827:829:881:907:955:983:1002:1077:1111:1158:1175:1231,108:271:349:413:1284,他的beli,budinya
1035,handicapa,ro,noun,/handikapa/,ɶmyɶɶ,Handicap,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228,519:520:530:579:587:588:592:685:714:794:795:867:879:924:949:980:993:1000:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,障碍,Rintangan
1036,귀뚜라미,ko,noun,/kɥit͈uɾa̠mi/,yuɶy,cricket,45:94:110:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:939:990:1041:1044:1066:1071:1198:1268,104:109:144:263:379:455:682:960:970,蟋蟀,jangkrik
1037,可以吗,zh-cn,verb,/kʰɤ˨˩˦ i˨˩˦ ma˧/,oyɶ,May I,117:211:277:957:1112,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,可以吗,Boleh saya
1038,cadiu,ro,noun,/kadiw/,ɶy,cadmium,139:143:282:283:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:844:936:1051:1173:1191:1208:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:1101,镉,kadmium
1039,Anschub,de,noun,/ˈʔanˌʃuːp/,ɶub,Call,201:376:382:414:717:1045:1170,614:661:785:797:862,42:103:153:158:175:190:245:325:713:872:943,称呼,Panggilan
1040,고로,ko,noun,/ko̞ɾo̞/,oo,blast furnace,33:288:289:381:395:494:511:512:651:1169,575:1063:1092:1134:1261,243:298:377:386:753,高炉,tanur tinggi
1041,buai,id,noun,/buai/,uɶy,Luai,290:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1044:1059:1066:1071:1198:1278,104:144:263:379:455:682:960:970,陆,buai
1042,Fasan,de,noun,/faˈzaːn/,ɶɶm,pheasant,25:48:124:128:172:187:216:253:264:378:401:416:421:456:472:474:1086:1166,533:539:565:580:589:594:596:619:646:664:694:738:741:775:798:962:988:1015:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,野鸡,pegar
1043,Tori,de,noun,/ˈtoːɾi/,oy,Tori,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:758:771:938:1052:1076:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,托里,Tori
1044,いく人,ja,noun,/ikɯtaɾi/,yuɶy,Person,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,人,Orang
1045,acut,ro,verb,/akut/,ɶub,acute,201:376:382:414:717:1170,614:661:785:797:810:862:1039:1279,42:103:153:158:175:190:245:325:872:943,急性,akut
1046,malavara,eo,noun,/malavara/,ɶɶɶɶ,Malavara,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:760:779:830:834:837:840:874:885:887:916:950:1030:1137:1210,69:114:120:142:191:322:556:835,马拉瓦拉,Malavara.
1047,가급하다,ko,verb,/ka̠ɡɯpʰa̠da̠/,ɶuɶɶ,Accept,671:711:896:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1073:1094:1125:1187:1206:1255,24:98:365:384:493:975:1271,接受,Menerima
1048,主观臆断,zh-cn,verb,/ʈʂu˨˩˦ kwan˥˥ i˥˩ twan˥˩/,uɶyɶm,Subjective,344:399:430:444:468:509:825:976:1171,729:878:965:989:1081:1115:1139,13:115:404:427:606:636:1020:1067:1075,主观臆断,Subyektif
1049,Uni,de,noun,/ˈʔuːni/,uy,University,162:310:389:418:432:770:937:1098:1244,532:934:1085:1107:1127:1183:1232,146:308:438:483:491:1053:1106,大学,Universitas
1050,misa,id,noun,/misa/,yɶ,mass,343:391:464:984,611:754:1157:1196:1220:1277,141:385:502:978:1135:1216,大量的,misa
1051,Marie,de,noun,/maˈʀiː/,ɶy,Marie,139:143:282:283:284:309:313:417:419:436:461:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:751:756:844:906:936:1038:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:488:517:903:999:1101,玛丽,Marie.
1052,dodii,ro,noun,/dodij/,oy,tongues,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:758:771:938:1043:1076:1080:1174:1177:1226:1282,148:163:234:338:380:388:463:487,舌头,Lidah
1053,urdí,es,adjective,/uˈɾði/,uy,urgent,162:310:389:418:432:770:937:1098:1244,532:934:1049:1085:1107:1127:1183:1219:1232,146:308:438:483:491:1106,紧迫的,mendesak
